Hospital Name,AT&T,FirstNet
Texarkana Emergency Center & Hospital,0,0
VA Texas Valley Coastal HCS,0,0
Cleveland Emergency Hospital,19,0
Reunion Rehabilitation Hospital Plano,0,0
Reunion Rehabilitation Hospital Arlington,0,0
Beaumont Emergency Hospital,0,0
Encompass Health Rehabilitation Hospital of Waco,0,0
"Shannon Rehabilitation Hospital, an affiliate of Encompass Health",0,0
San Antonio Rehabilitation Hospital,0,0
Everest Rehabilitation Hospital of El Paso,0,0
Elitecare Emergency Hospital,0,0
Townsen Memorial Hospital,0,0
The Hospitals of Providence Sierra Campus - TENET Healthcare,8,0
The Hospitals of Providence Memorial Campus - TENET Healthcare,38,0
Las Palmas Medical Center,28,0
William Beaumont Army Medical Center,3,0
Freestone Medical Center,3,0
Connally Memorial Medical Center,6,0
Carl R. Darnall Army Medical Center,13,0
Brooke Army Medical Center,32,0
Pecos County Memorial Hospital,0,0
Baylor Scott & White All Saints Medical Center - Fort Worth,34,17
Cook Children's Medical Center,74,35
Medical City North Hills,27,17
Texas Health Harris Methodist Hospital Fort Worth,68,28
Texas Health Harris Methodist Hospital Southwest Fort Worth,11,5
Medical City Fort Worth,67,25
JPS Health Network,40,4
Methodist Hospital Hill Country,1,0
CHI St. Luke's Health Brazosport,4,0
Parmer Medical Center,1,0
North Texas Medical Center,5,0
Shriners Hospitals for Children,16,0
Houston Methodist Clear Lake Hospital,7,0
University of Texas Medical Branch,12,0
Coryell Health,8,0
Glen Rose Medical Center,7,0
PAM Specialty Hospital of Luling,4,0
Gonzales Healthcare Systems,1,0
Graham Regional Medical Center,11,0
Baylor Scott & White Medical Center - Grapevine,55,6
Limestone Medical Center,4,0
Lavaca Medical Center,1,0
Valley Baptist Medical Center-Harlingen,6,0
Hamilton General Hospital,1,0
Haskell Memorial Hospital,0,0
UT Health Henderson,3,0
Clay County Memorial Hospital,2,0
Hereford Regional Medical Center,0,0
Hill Regional Hospital,10,0
Medina Regional Hospital,0,0
Memorial Hermann - Texas Medical Center,61,0
HCA Houston Healthcare Northwest,25,0
Harris Health System,18,0
University of Texas M.D. Anderson Cancer Center,140,0
Memorial Hermann Greater Heights Hospital,10,0
Houston Methodist Hospital,159,0
Memorial Hermann Memorial City Medical Center,89,0
HCA Houston Healthcare Medical Center,31,0
St. Joseph Medical Center TX,156,0
CHI St Luke's Health - Baylor St Luke's Medical Center,172,0
Texas Children's Hospital,167,0
TIRR Memorial Hermann,130,0
West Oaks Hospital,32,0
HCA Houston Healthcare West,10,0
Woman's Hospital of Texas,66,0
Michael E. DeBakey Department of Veterans Affairs Medical Center,27,0
UTHealth Harris County Psychiatric Center,37,0
Huntsville Memorial Hospital,19,0
Baylor Scott & White Medical Center-Irving,28,5
Encompass Health Rehabilitation Hospital of Humble,12,0
Iraan General Hospital,1,0
Faith Community Hospital,0,0
Memorial Hermann Northeast,14,0
UT Health Jacksonville,6,0
CHRISTUS Southeast Texas Jasper Memorial,2,0
Texas Health Presbyterian Hospital Kaufman,3,0
Methodist Hospital Atascosa,3,0
Kimble Hospital,9,0
Texas Health Huguley Hospital Fort Worth South,20,0
Winkler County Memorial Hospital,3,0
Otto Kaiser Memorial Hospital,4,0
Memorial Hermann Katy Hospital,14,0
Baylor Scott & White Medical Center - Lake Pointe,14,0
Peterson Health,0,0
Cypress Creek Hospital,8,0
AdventHealth Central Texas,9,0
CHRISTUS Spohn Hospital Kleberg,10,0
Knox County Hospital,0,0
Medical Arts Hospital,0,0
AdventHealth Rollins Brook,10,0
Doctors Hospital of Laredo,13,0
Laredo Medical Center,28,0
Covenant Hospital-Levelland,0,0
Medical City Lewisville,29,0
Liberty Dayton Regional Medical Center,0,0
Lamb Healthcare Center,2,0
St. Luke's Health - Memorial Livingston,0,0
Midcoast Central - Llano,1,0
W. J. Mangold Memorial Hospital,1,0
Longview Regional Medical Center,19,1
St. David's Round Rock Medical Center,10,0
Covenant Medical Center,34,0
University Medical Center TX,26,0
Grace Surgical Hospital,11,0
Woodland Heights Medical Center,12,0
CHI St. Luke's Health Memorial Lufkin,7,0
Ascension Seton Edgar B. Davis Hospital,5,0
CHI St. Joseph Health Madison Hospital,3,0
Falls Community Hospital and Clinic,0,0
CHRISTUS Good Shepherd Medical Center-Marshall,2,0
McCamey County Hospital District,0,0
Parkview Regional Hospital,0,0
Mission Regional Medical Center,13,0
Ward Memorial Hospital,8,0
Cochran Memorial Hospital,0,0
Palo Pinto General Hospital,0,0
Titus Regional Medical Center,7,0
Muenster Memorial Hospital,2,0
Muleshoe Area Medical Center,1,0
Nacogdoches Memorial Hospital,21,0
Nacogdoches Medical Center,11,0
CHI St. Joseph Health Grimes Hospital,2,0
Nocona General Hospital,1,0
Medical Center Health System,13,0
Odessa Regional Medical Center,15,0
Olney Hamilton Hospital,7,0
Palacios Community Medical Center,3,0
Palestine Regional Medical Center-East,5,0
Pampa Regional Medical Center,1,0
HCA Houston Healthcare Southeast,7,0
Frio Regional Hospital,4,0
Reeves Regional Health,0,0
Ochiltree General Hospital,2,0
UT Health Pittsburg,1,0
Covenant Hospital Plainview,3,0
UT Health Quitman,0,0
Memorial Medical Center TX,8,0
Medical City Plano,18,0
Hardeman County Memorial Hospital,0,0
Rankin County Hospital District,0,0
Refugio County Memorial Hospital,4,0
Methodist Richardson Medical Center,30,0
OakBend Medical Center,10,0
Starr County Memorial Hospital,1,0
Fisher County Hospital District,0,0
Rusk State Hospital,2,0
River Crest Hospital,1,0
Encompass Health Rehabilitation Hospital of San Antonio,13,0
Warm Springs Rehabilitation Hospital of San Antonio,17,0
University Health,49,0
San Antonio State Hospital,4,0
Clarity Child Guidance Center,29,0
Texas Center for Infectious Disease,5,0
CHRISTUS Santa Rosa Health System,61,0
Methodist Hospital,48,0
CHI St. Luke's Health Memorial San Augustine,0,0
CHRISTUS Santa Rosa Hospital - San Marcos,8,0
Laurel Ridge Treatment Center,21,0
Guadalupe Regional Medical Center,6,0
Memorial Hospital,2,0
Seymour Hospital,0,0
Shamrock General Hospital,0,0
Wilson N. Jones Regional Medical Center,8,0
Ascension Seton Smithville,6,0
Cogdell Memorial Hospital,0,0
Lillian M. Hudspeth Memorial Hospital,0,0
Hansford Hospital,2,0
Texas Health Harris Methodist Hospital Stephenville,9,0
CHRISTUS Mother Frances Hospital - Sulphur Springs,0,0
Sweeny Community Hospital,1,0
Rolling Plains Memorial Hospital,3,0
Lynn County Hospital District,2,0
Baylor Scott & White Medical Center - Taylor,3,0
Baylor Scott & White Medical Center - Temple,21,0
Terrell State Hospital,1,0
Wadley Regional Medical Center,10,0
Throckmorton County Memorial Hospital,1,0
Swisher Memorial Healthcare System,1,0
UT Health North Campus Tyler,3,0
HCA Houston Healthcare Tomball,5,0
CHRISTUS Mother Frances Hospital - Tyler,27,0
Uvalde Memorial Hospital,4,0
Culberson Hospital,0,0
Wilbarger General Hospital,4,0
Citizens Medical Center TX,12,0
DeTar Healthcare System,12,0
North Texas State Hospital,6,0
Baylor Scott & White Medical Center - Hillcrest,23,0
Ascension Providence,16,0
Medical City Weatherford,8,0
Collingsworth General Hospital,0,0
Knapp Medical Center,5,0
Parkview Hospital,0,0
Hickory Trail Hospital,2,0
"Red River Hospital, LLC",25,0
"North Texas State Hospital, Wichita Falls Campus",2,0
North Runnels Hospital,7,0
Tyler County Hospital,2,0
Yoakum Community Hospital,6,0
Rio Grande Regional Hospital,19,0
Memorial Hermann Sugar Land Hospital,9,0
Comanche County Medical Center,1,0
Lake Granbury Medical Center,13,0
Sabine County Hospital,1,0
Kerrville State Hospital,0,0
Martin County Hospital District,1,0
CHRISTUS Mother Frances Hospital - Winnsboro,1,0
Benefis Health System,7,0
Big Sandy Medical Center,0,0
Pioneer Medical Center,1,0
Logan Health,9,0
Great Falls Clinic Hospital,2,0
Community Hospital of Anaconda,3,0
Fallon Medical Complex,0,0
Billings Clinic,12,0
SCL Health MT - St. Vincent Healthcare,9,0
Bozeman Health Deaconess Regional Medical Center,0,0
Blackfeet Community Hospital,0,0
SCL Health MT - St. James Healthcare,7,0
Logan Health Chester,0,0
Benefis Teton Medical Center,0,0
Stillwater Billings Clinic,3,0
Logan Health - Conrad,0,0
Crow/Northern Cheyenne Hospital,0,0
Advanced Care Hospital of Montana,0,0
Roosevelt Medical Center,1,0
Logan Health - Cut Bank,1,0
Deer Lodge Medical Center,1,0
Barrett Hospital & HealthCare,0,0
Dahl Memorial Healthcare Association,0,0
Madison Valley Medical Center,0,0
Rosebud Health Care Center,0,0
Missouri River Medical Center,0,0
Fort Harrison VA Medical Center,0,0
Frances Mahon Deaconess Hospital,0,0
Glendive Medical Center,5,0
Bitterroot Health - Daly Hospital,0,0
Big Horn Hospital,1,0
Fort Belknap Service Unit,0,0
Wheatland Memorial Healthcare,0,0
Northern Montana Hospital,0,0
St. Peter's Health,3,0
Shodair Children's Hospital,3,0
Garfield County Health Center,0,0
Central Montana Medical Center,2,0
Cabinet Peaks Medical Center,0,0
Livingston HealthCare,0,0
Bozeman Health Big Sky Medical Center,3,0
Phillips County Hospital,0,0
Holy Rosary Healthcare,0,0
Community Medical Center MT,3,0
Providence St. Patrick Hospital,20,0
Granite County Medical Center,0,0
Clark Fork Valley Hospital,0,0
Sheridan Memorial Hospital MT,0,0
Providence St. Joseph Medical Center,1,0
Poplar Community Hospital,0,0
Beartooth Billings Clinic,0,0
St. Luke Community Healthcare,1,0
Roundup Memorial Healthcare,0,0
Daniels Memorial Healthcare Center,0,0
Sidney Health Center,1,0
Prairie County Hospital District,0,0
Billings Clinic Broadwater,0,0
Montana State Hospital,0,0
Logan Health - Whitefish,5,0
Trinity Hospital MT,0,0
McCone County Health Center,0,0
Logan Health Shelby,0,0
Ruby Valley Medical Center,6,0
Mineral Community Hospital,1,0
Mountainview Medical Center,0,0
The Rehabilitation Hospital of Montana,2,0
St. Luke's Wood River Medical Center,2,0
Portneuf Medical Center,4,0
Mountain View Hospital ID,3,0
Northwest Specialty Hospital,8,0
Treasure Valley Hospital,5,0
Power County Hospital District,1,0
Lost Rivers Medical Center,0,0
Lifeways Behavioral Hospital,6,0
Bingham Memorial Hospital,1,0
Grove Creek Medical Center,3,0
Northern Idaho Advanced Care Hospital,8,0
State Hospital South,1,0
Intermountain Hospital,4,0
St. Luke's Rehabilitation Hospital ID,9,0
Saint Alphonsus Regional Medical Center,21,0
St. Luke's Boise Medical Center,10,0
Boise VA Medical Center,4,0
Boundary Community Hospital,2,0
Cassia Regional Hospital,6,0
West Valley Medical Center,14,0
Cascade Medical Center,0,0
Kootenai Health,16,0
St. Mary's Health,0,0
Teton Valley Health Care,1,0
Valor Health,0,0
Vibra Hospital of Boise,1,0
North Canyon Medical Center,2,0
Syringa Hospital and Clinics,0,0
Eastern Idaho Regional Medical Center,3,0
St. Luke's Jerome,8,0
Shoshone Medical Center,0,0
St. Joseph Regional Medical Center,7,0
Nell J. Redfield Memorial Hospital,0,0
St. Luke's McCall,0,0
Bear Lake Memorial Hospital,3,0
Gritman Medical Center,18,0
St. Luke's Elmore,4,0
Saint Alphonsus Medical Center - Nampa,12,0
Clearwater Valley Health,0,0
State Hospital North,0,0
Franklin County Medical Center,1,0
MadisonHealth,2,0
Minidoka Memorial Hospital,0,0
Benewah Community Hospital,4,0
Steele Memorial Medical Center,1,0
Bonner General Health,4,0
Caribou Medical Center,0,0
St. Luke's Magic Valley Medical Center,4,0
"Saint Alphonsus Regional Rehabilitation Hospital, an affiliate of Encompass Health",20,0
Weiser Memorial Hospital,0,0
Rehabilitation Hospital of the Northwest,8,0
St. Luke's Nampa,3,0
Cottonwood Creek Behavioral Hospital,3,0
Idaho Falls Community Hospital,0,0
Cheyenne Regional Medical Center,1,0
Elkhorn Valley Rehabilitation Hospital,3,0
Star Valley Health,1,0
Wyoming Behavioral Institute,4,0
Johnson County Healthcare Center,1,0
Wyoming Medical Center,13,0
Cheyenne VA Medical Center,0,0
Cody Regional Health,1,0
Memorial Hospital of Converse County,0,0
Evanston Regional Hospital,0,0
Wyoming State Hospital,1,0
Campbell County Health,10,0
Three Rivers Health,0,0
St. John's Health,1,0
South Lincoln Medical Center,0,0
Ivinson Memorial Hospital,2,0
North Big Horn Hospital District,0,0
Niobrara Community Hospital,0,0
Weston County Health Services,0,0
Powell Valley Health Care,0,0
Memorial Hospital of Carbon County,0,0
Memorial Hospital of Sweetwater County,0,0
SageWest Health Care,0,0
Sheridan Memorial Hospital WY,0,0
Sheridan VA Medical Center,0,0
Crook County Medical Services District,1,0
Hot Springs County Memorial Hospital,0,0
Community Hospital WY,0,0
Platte County Memorial Hospital,0,0
Washakie Medical Center,4,0
Summit Medical Center WY,3,0
Aspen Mountain Medical Center,0,0
North Platte Valley Medical Center,0,0
Penrose-St. Francis Health Services,22,0
San Luis Valley Health,5,0
PAM Specialty Hospital of Denver,39,0
Lutheran Medical Center,5,0
Spalding Rehabilitation Hospital,23,0
Medical Center of Aurora,27,0
Colorado Mental Health Institute at Fort Logan,0,0
Mercy Regional Medical Center CO,3,0
UCHealth Poudre Valley Hospital,8,0
Rio Grande Hospital,0,0
Aspen Valley Hospital,10,0
Good Samaritan Medical Center CO,10,0
AdventHealth Parker,7,0
Sky Ridge Medical Center,27,0
Kindred Hospital-Aurora,22,0
Encompass Health Rehabilitation Hospital of Colorado Springs,16,0
Animas Surgical Hospital,7,0
AdventHealth Avista,15,0
St. Anthony Summit Medical Center,3,0
UCHealth Medical Center of the Rockies,8,0
Northern Colorado Rehabilitation Hospital,1,0
Northern Colorado Long Term Acute Hospital,1,0
UCHealth Pikes Peak Regional Hospital,0,0
Highlands Behavioral Health System,31,0
Boulder Community Health,19,0
Pagosa Springs Medical Center,2,0
Centennial Peaks Hospital,7,0
Intermountain Health Platte Valley Hospital,1,0
East Morgan County Hospital,0,0
Kit Carson County Memorial Hospital,0,0
Evans U. S. Army Community Hospital,3,0
St. Thomas More Hospital,3,0
Keefe Memorial Hospital,2,0
Cedar Springs Hospital,15,0
UCHealth Memorial Hospital,27,0
Southwest Health System,5,0
Memorial Regional Health,0,0
Peak View Behavioral Health,4,0
Delta Health,4,0
Children's Hospital Colorado,34,0
Denver Health,64,0
National Jewish Health,33,0
Rose Medical Center,24,0
AdventHealth Porter,4,0
Presbyterian/St. Luke's Medical Center,14,0
St. Anthony Hospital CO,23,0
Saint Joseph Hospital,26,0
West Springs Hospital,7,0
Encompass Health Rehabilitation Hospital of Littleton,8,0
University of Colorado Hospital,214,0
Denver Regional Rehabilitation Hospital,22,0
Banner Fort Collins Medical Center,6,0
North Suburban Medical Center,22,0
Rocky Mountain Regional VA Medical Center,33,0
Kindred Hospital-Denver,17,0
Vibra Hospital of Denver,22,0
Reunion Rehabilitation Hospital Denver,8,0
PAM Health Rehabilitation Hospital of Westminster,0,0
Federal Correctional Institute Hospital,1,0
Swedish Medical Center,18,0
Estes Park Health,1,0
St. Elizabeth Hospital CO,0,0
Family Health West,1,0
Valley View Hospital,4,0
Intermountain Health St. Mary's Regional Hospital,4,0
Grand Junction VA Medical Center,7,0
Banner North Colorado Medical CenterNorth Colorado Medical Center,11,0
Gunnison Valley Health,1,0
Haxtun Hospital District,0,0
Melissa Memorial Hospital,0,0
Sedgwick County Health Center,0,0
San Luis Valley Health Conejos County Hospital,1,0
Arkansas Valley Regional Medical Center,4,0
Craig Hospital,18,0
Prowers Medical Center,0,0
Longmont United Hospital,4,0
St. Vincent Health,6,0
Banner McKee Medical Center,1,0
Pioneers Medical Center,0,0
Montrose Regional Health,4,0
AdventHealth Littleton,18,0
Colorado Mental Health Institute at Pueblo,2,0
St. Mary-Corwin Medical Center,1,0
Parkview Medical Center,6,0
Rangely District Hospital,0,0
Grand River Hospital District,0,0
Heart of the Rockies Regional Medical Center,1,0
Southeast Colorado Hospital District,1,0
UCHealth Yampa Valley Medical Center,2,0
Sterling Regional MedCenter,1,0
Mt. San Rafael Hospital,0,0
Vail Health,10,0
Spanish Peaks Regional Health Center and Veterans Community Living Center,1,0
St. Anthony North Hospital,8,0
Wray Community District Hospital,0,0
Yuma District Hospital,0,0
Weisbrod Memorial County Hospital,1,0
Community Hospital CO,1,0
Lincoln Health,0,0
Middle Park Health-Kremmling,1,0
OrthoColorado Hospital,22,0
AdventHealth Castle Rock,4,0
UCHealth Broomfield Hospital,6,0
UCHealth Grandview Hospital,17,0
UCHealth Longs Peak Hospital,0,0
Denver Springs,11,0
UCHealth Greeley,1,0
UCHealth Highlands Ranch Hospital,7,0
Reunion Rehabilitation Hospital Inverness,0,0
Children's Hospital Colorado - Colorado Springs,0,0
Kindred Hospital-Albuquerque,48,0
Eastern New Mexico Medical Center,3,0
Gerald Champion Regional Medical Center,1,0
New Mexico Rehabilitation Center,4,0
Plains Regional Medical Center,1,0
MountainView Regional Medical Center,4,0
Roosevelt General Hospital,1,0
Peak Behavioral Health Services,0,0
AMG Specialty Hospital-Albuquerque,69,0
Rehabilitation Hospital of Southern New Mexico,3,0
Advanced Care Hospital of Southern New Mexico,3,0
Lovelace Regional Hospital - Roswell,7,0
University of New Mexico Hospitals,18,0
Presbyterian Hospital,55,0
Lovelace Medical Center,65,0
Lovelace Westside Hospital,13,0
Raymond G. Murphy Department of Veterans Affairs Medical Center,2,0
Artesia General Hospital,1,0
Carlsbad Medical Center,5,0
Union County General Hospital,1,0
U. S. Public Health Service Indian Hospital NM,1,0
Mimbres Memorial Hospital,0,0
Presbyterian Espanola Hospital,1,0
Encompass Health Rehabilitation Hospital of Albuquerque,23,0
San Juan Regional Medical Center,9,0
Rehoboth McKinley Christian Health Care Services,1,0
Northern Navajo Medical Center,5,0
Cibola General Hospital,1,0
Covenant Health Hobbs Hospital,7,0
Sierra Vista Hospital NM,0,0
Memorial Medical Center NM,9,0
Alta Vista Regional Hospital,2,0
New Mexico Behavioral Health Institute at Las Vegas,0,0
Mesilla Valley Hospital,7,0
Nor-Lea Hospital District,2,0
Los Alamos Medical Center,0,0
Mescalero Public Health Service Indian Hospital,0,0
Miners' Colfax Medical Center,2,0
CHRISTUS St. Vincent Regional Medical Center,4,0
Lovelace UNM Rehabilitation Hospital,54,0
Haven Behavioral Senior Care of Albuquerque,8,0
PHS Santa Fe Indian Hospital,12,0
ClearSky Rehabilitation Hospital of Rio Rancho,5,0
Northern Navajo Medical Center NM,5,0
Central Desert Behavioral Health Hospital,29,0
Guadalupe County Hospital,0,0
Gila Regional Medical Center,0,0
Three Crosses Regional Hospital,19,0
Socorro General Hospital,2,0
Holy Cross Hospital NM,3,0
Dr. Dan C. Trigg Memorial Hospital,2,0
U. S. Public Health Service Indian Hospital NM 1,0,0
Acoma-Canoncito-Laguna Hospital,2,0
Lovelace Women's Hospital,20,0
Turquoise Lodge Hospital,14,0
Lincoln County Medical Center,11,0
Presbyterian Santa Fe Medical Center,9,0
Encompass Health Rehabilitation Hospital of Scottsdale,7,0
Sierra Tucson,1,0
Select Specialty Hospital-Phoenix,12,0
Encompass Health Valley of the Sun Rehabilitation Hospital,14,0
Benson Hospital,1,0
Banner Thunderbird Medical Center,7,0
Banner Desert Medical Center,21,0
Encompass Health Rehabilitation Institute of Tucson,8,0
Select Specialty Hospital - Tucson,5,0
Mayo Clinic Hospital in Arizona,14,0
TMC Health,15,0
Flagstaff Medical Center,5,0
Arizona Spine and Joint Hospital,8,0
Banner Casa Grande Medical Center,14,0
Banner Heart Hospital,8,0
Abrazo West Campus,18,0
Chandler Regional Medical Center,17,0
The CORE Institute Specialty Hospital,17,0
"Yuma Rehabilitation Hospital, an affiliation of Encompass Health and Yuma Regional Medical Center",8,0
Encompass Health Rehabilitation Hospital of Northwest Tucson,9,0
KPC Promise Hospital of Phoenix,10,0
Oro Valley Hospital,3,0
Banner Estrella Medical Center,14,0
Arizona Orthopedic Surgical Hospital,14,0
Verde Valley Medical Center,2,0
Banner Gateway Medical Center,15,0
Western Arizona Regional Medical Center,0,0
Valley View Medical Center,7,0
Mountain Vista Medical Center,7,0
Select Specialty Hospital-Phoenix Downtown,37,0
Mercy Gilbert Medical Center,16,0
Mountain Valley Regional Rehabilitation Hospital,1,0
HonorHealth Scottsdale Thompson Peak Medical Center,11,0
Banner Ironwood Medical Center,2,0
Tsehootsooi Medical Center,0,0
Navajo Health Foundation - Sage Memorial Hospital,0,0
Hopi Health Care Center,0,0
Kingman Regional Medical Center,11,0
Havasu Regional Medical Center,7,0
Cobre Valley Regional Medical Center,0,0
Banner Baywood Medical Center,8,0
Carondelet Holy Cross Hospital,1,0
La Paz Regional Hospital,0,0
Phoenix Children's,38,0
Page Hospital,2,0
U. S. Public Health Service Indian Hospital AZ,0,0
Banner Payson Medical Center,5,0
Arizona State Hospital,17,0
Abrazo Central Campus,22,0
Aurora Behavioral Health System West,14,0
Chinle Comprehensive Health Care Facility,0,0
St. Luke's Behavioral Health Center,20,0
Banner - University Medical Center Phoenix,28,0
HonorHealth John C. Lincoln Medical Center,24,0
Valleywise Health,21,0
U. S. Public Health Service Phoenix Indian Medical Center,20,0
Sonora Behavioral Health Hospital,8,0
City of Hope Phoenix,14,0
Banner Goldfield Medical Center,4,0
Valley Hospital Phoenix,25,0
St. Joseph's Hospital and Medical Center,46,0
Abrazo Arrowhead Campus,3,0
Carl T. Hayden Veterans' Administration Medical Center,31,0
Abrazo Scottsdale Campus,14,0
Dignity Health Yavapai Regional Medical Center,5,0
HonorHealth Deer Valley Medical Center,42,0
Huhukam Memorial Hospital,0,0
Banner Behavioral Health Hospital - Scottsdale,17,0
Mt. Graham Regional Medical Center,0,0
U. S. Public Health Service Indian Hospital-Sells,0,0
San Carlos Apache Healthcare Corporation,0,0
Summit Healthcare Regional Medical Center,0,0
White Mountain Regional Medical Center,0,0
HonorHealth Scottsdale Osborn Medical Center,22,0
Banner Boswell Medical Center,16,0
Canyon Vista Medical Center,2,0
Encompass Health Rehabilitation Hospital of East Valley,4,0
Tempe St. Luke's Hospital,16,0
HonorHealth Scottsdale Shea Medical Center,34,0
"CHG Hospital Tucson, LLC",14,0
Tuba City Regional Health Care Corporation,0,0
Banner Del E. Webb Medical Center,7,0
Haven Behavioral Hospital of Phoenix,17,0
Palo Verde Behavioral Health,8,0
Banner - University Medical Center South,13,0
Carondelet St. Joseph's Hospital,10,0
Dignity Health East Valley Rehabilitation Hospital,10,0
Rehabilitation Hospital of Northern Arizona,1,0
Dignity Health Arizona General Hospital,18,0
Avenir Behavioral Health Center,2,0
Banner Ocotillo Medical Center,5,0
Oasis Behavioral Health - Chandler,12,0
Carondelet St. Mary's Hospital,22,0
Banner Rehabilitation Hospital Phoenix,39,0
Copper Springs Hospital,18,0
Quail Run Behavioral Health,35,0
Cornerstone Behavioral Health El Dorado,0,0
Banner - University Medical Center Tucson,21,0
Tucson VA Medical Center,11,0
HonorHealth Sonoran Crossing Medical Center,0,0
Reunion Rehabilitation Hospital Peoria,0,0
Exceptional Community Hospital Maricopa,0,0
Bob Stump Department of Veterans Affairs Medical Center,1,0
U. S. Public Health Service Indian Hospital-Whiteriver,0,0
Wickenburg Community Hospital,0,0
Northern Cochise Community Hospital,0,0
Little Colorado Medical Center,1,0
PAM Health Specialty Hospital of Surprise,6,0
Yuma Regional Medical Center,6,0
Copper Queen Community Hospital,2,0
Northwest Medical Center AZ,8,0
Oasis Hospital,31,0
Guidance Center,8,0
Polara Health,4,0
CCC at PineView Hospital,0,0
Aurora Behavioral Health System East,9,0
HonorHealth Rehabilitation Hospital,7,0
PAM Health Rehabilitation Hospital of Surprise,6,0
Phoenix Medical Psychiatric Hospital,25,0
"Dignity Health Arizona General Hospital Mesa, LLC",8,0
Medical Behavioral Hospital of Northern Arizona,5,0
Northwest Medical Center Sahuarita,0,0
Dignity Health East Valley Rehabilitation Hospital - Gilbert,0,0
Reunion Rehabilitation Hospital Phoenix,0,0
Exceptional Community Hospital Yuma,0,0
Timpanogos Regional Hospital,8,0
Cache Valley Hospital,0,0
The Orthopedic Specialty Hospital,10,0
American Fork Hospital,3,0
KPC Promise Hospital of Salt Lake,7,0
South Davis Community Hospital,3,0
Utah Valley Specialty Hospital,0,0
Beaver Valley Hospital,0,0
Lakeview Hospital UT,2,0
Brigham City Community Hospital,5,0
Cedar City Hospital,6,0
Delta Community Medical Center,0,0
Fillmore Community Hospital,0,0
Holy Cross Hospital - Jordan Valley West,12,0
Heber Valley Hospital,1,0
Holy Cross Hospital - Davis,19,0
Logan Regional Hospital,8,0
Riverton Hospital,6,0
Milford Valley Memorial Hospital,0,0
Moab Regional Hospital,6,0
San Juan Health Service District,0,0
Sanpete Valley Hospital,1,0
Intermountain Medical Center,31,0
Central Valley Medical Center,1,0
Ogden Regional Medical Center,5,0
McKay-Dee Hospital,11,0
Park City Hospital,4,0
Mountain View Hospital UT,4,0
Castleview Hospital,0,0
Utah State Hospital,2,0
Utah Valley Hospital,14,0
Sevier Valley Hospital,3,0
Uintah Basin Medical Center,0,0
St. George Regional Hospital,3,0
LDS Hospital,10,0
Holy Cross Hospital - Salt Lake,11,0
Primary Children's Hospital,30,0
St. Mark's Hospital,18,0
Holy Cross Hospital - Jordan Valley,4,0
Shriners Hospitals for Children-Salt Lake City,2,0
University of Utah Health,24,0
George E. Wahlen Department of Veterans Affairs Medical Center,9,0
Highland Ridge Hospital,14,0
Mountain West Medical Center,1,0
Bear River Valley Hospital,0,0
Ashley Regional Medical Center,15,0
Lone Peak Hospital,21,0
Provo Canyon Behavioral Hospital,8,0
Layton Hospital,11,0
Northern Utah Rehabilitation Hospital,13,0
Orem Community Hospital,2,0
Intermountain Spanish Fork Hospital,1,0
Alta View Hospital,6,0
Encompass Health Rehabilitation Hospital of Utah,15,0
Gunnison Valley Hospital,0,0
Kane County Hospital,0,0
Garfield Memorial Hospital,4,0
Blue Mountain Hospital,5,0
Salt Lake Behavioral Health,14,0
Marian Center,18,0
Encompass Health Rehabilitation Hospital of Las Vegas,23,0
Renown Rehabilitation Hospital,12,0
Kindred Hospital Las Vegas-Sahara,14,0
Grover C. Dils Medical Center,0,0
PAM Specialty Hospital of Reno,0,0
Summerlin Hospital Medical Center,23,0
MountainView Hospital,40,0
St. Rose Dominican Hospitals - Siena Campus,20,0
Boulder City Hospital,1,0
Carson Tahoe Continuing Care Hospital,3,0
Southern Hills Hospital and Medical Center,21,0
Spring Valley Hospital Medical Center,18,0
Horizon Specialty Hospital,50,0
Encompass Health Rehabilitation Hospital of Henderson,14,0
AMG Specialty Hospital - Las Vegas,18,0
Harmon Medical and Rehabilitation Hospital,28,0
PAM Specialty Hospital of Las Vegas,16,0
Desert Willow Treatment Center,12,0
Southern Nevada Adult Mental Health Services,12,0
Carson Tahoe Health,1,0
Spring Mountain Treatment Center,39,0
Carson Valley Medical Center,3,0
Mesa View Regional Hospital,0,0
Renown South Meadows Medical Center,22,0
St. Rose Dominican Hospitals - San Martin Campus,8,0
Desert View Hospital,3,0
Encompass Health Rehabilitation Hospital of Desert Canyon,11,0
Centennial Hills Hospital Medical Center,17,0
Northeastern Nevada Regional Hospital,1,0
Spring Mountain Sahara,23,0
William Bee Ririe Hospital,2,0
Banner Churchill Community Hospital,0,0
Mount Grant General Hospital,0,0
St. Rose Dominican Hospitals - Rose de Lima Campus,14,0
Mike O'Callaghan Federal Hospital,9,0
Sunrise Hospital and Medical Center,44,0
University Medical Center NV,30,0
Pershing General Hospital,1,0
Valley Hospital Medical Center,21,0
Desert Springs Hospital Medical Center,39,0
North Las Vegas VA Medical Center,11,0
Northern Nevada Adult Mental Health Services,28,0
Saint Mary's Regional Medical Center NV,88,0
Ioannis A. Lougaris Veterans' Administration Medical Center,14,0
Northern Nevada Medical Center,0,0
Renown Regional Medical Center,13,0
Willow Springs Center,12,0
Humboldt General Hospital,2,0
South Lyon Medical Center,0,0
Incline Village Community Hospital,4,0
Seven Hills Hospital,11,0
