Index,Hospital Name,Nearby Cell Towers
4594,Central Texas Rehabilitation Hospital,110
4595,Foundation Surgical Hospital of San Antonio,51
4596,PAM Specialty Hospital of New Braunfels,9
4597,Kindred Hospital Dallas Central,169
4598,Golden Plains Community Hospital,5
4599,North Central Surgical Center,197
4600,St. Luke's Health - Patients Medical Center,56
4601,Baylor Scott & White Continuing Care Hospital-Temple,11
4602,CHG Cornerstone Hospital Conroe,31
4603,Encompass Health Rehabilitation Hospital of Sugar Land,49
4604,PAM Rehabilitation Hospital of Allen,41
4605,El Paso Behavioral Health System,41
4606,Ascension Seton Williamson,19
4607,United Memorial Medical Center TX,77
4608,Baptist Medical Center,220
4609,Methodist Stone Oak Hospital,40
4610,St. Luke's Health - Sugar Land Hospital,87
4611,Heart of Texas Healthcare System,2
4612,Encompass Health Rehabilitation Hospital of Round Rock,28
4613,Baylor Scott & White Medical Center - Brenham,57
4614,Stephens Memorial Hospital TX,7
4615,Brownfield Regional Medical Center,5
4616,Valley Regional Medical Center,37
4617,Valley Baptist Medical Center-Brownsville,35
4618,Hendrick Medical Center Brownwood,15
4619,St. Joseph Health College Station Hospital,21
4620,CHI St. Joseph Regional Health Center,33
4621,CHI St. Joseph Health Burleson Hospital,25
4622,Ascension Seton Highland Lakes,4
4623,St. Luke's Health - Lakeside Hospital,89
4624,Oceans Behavioral Health Center Permian Basin,6
4625,CHRISTUS Surgical Hospital,26
4626,Ascension Seton Hays,5
4627,Baylor Scott & White Medical Center - Sunnyvale,16
4628,Aspire Hospital,9
4629,Encompass Health Rehabilitation Hospital of Abilene,19
4630,TrustPoint Rehabilitation Hospital of Lubbock,17
4631,Denton Rehab,53
4632,SE Texas ER & Hospital,77
4633,Hemphill County Hospital District,3
4634,Dimmit Regional Hospital,13
4635,UT Health Carthage,4
4636,Carrollton Regional Medical Center,27
4637,Childress Regional Medical Center,0
4638,Texas Health Harris Methodist Hospital Cleburne,10
4639,Baylor Scott & White Medical Center at - McKinney,37
4640,South Texas Health System,16
4641,Methodist Rehabilitation Hospital,71
4642,Behavioral Hospital of Bellaire,90
4643,Encompass Health Rehabilitation Hospital Vision Park,52
4644,Goodall-Witcher Hospital,1
4645,Atrium Medical Center TX,38
4646,Nexus Specialty Hospital The Woodlands,53
4647,Methodist McKinney Hospital,44
4648,St. Luke's Health - The Vintage Hospital,62
4649,Baylor Orthopedic and Spine Hospital at Arlington,95
4650,Coleman County Medical Center,12
4651,Texas Health Presbyterian Hospital Flower Mound,45
4652,Carrus Rehabilitation Hospital,6
4653,Baylor Scott & White Institute for Rehabilitation-Frisco,16
4654,Texas Rehabilitation Hospital of Fort Worth,170
4655,Baylor Scott & White Institute for Rehabilitation-Fort Worth,33
4656,Seton Medical Center Harker Heights,20
4657,Mitchell County Hospital,3
4658,Columbus Community Hospital TX,24
4659,Hunt Regional Medical Center,11
4660,Glen Oaks Hospital,9
4661,Corpus Christi Medical Center - Doctors Regional,45
4662,Driscoll Children's Hospital,52
4663,Navarro Regional Hospital,1
4664,Crane Memorial Hospital,9
4665,Methodist Hospital for Surgery,121
4666,Crosbyton Clinic Hospital,1
4667,Cuero Regional Hospital,11
4668,Houston Methodist West Hospital,101
4669,Baylor Scott & White Hospital Medical Center - College Station,31
4670,Baylor Scott & White Medical Center - Marble Falls,2
4671,Texas Health Heart & Vascular Hospital Arlington,71
4672,Mesquite Rehabilitation Institute,36
4673,Encompass Health Rehabilitation Hospital of Dallas,123
4674,Baylor Scott & White Surgical Hospital-Sherman,20
4675,Encompass Health Rehabilitation Hospital of the Mid-Cities,90
4676,Coon Memorial Hospital,4
4677,icare Rehabilitation Hospital,18
4678,El Paso Children's Hospital,74
4679,New Braunfels Regional Rehabilitation Hospital,7
4680,Encompass Health Rehabilitation Hospital of Cypress,63
4681,Baylor University Medical Center,195
4682,Corpus Christi Rehabilitation Hospital,70
4683,Texas Star Recovery,24
4684,Baylor Scott & White Emergency Hospitals-Aubrey,29
4685,Baylor Scott & White Institute for Rehabilitation - Dallas,162
4686,Texas Health Harris Methodist Hospital Alliance,29
4687,Carrollton Springs,8
4688,Encompass Health Rehabilitation Hospital The Vintage,87
4689,Oceans Behavioral Hospital Lufkin,14
4690,Children's Medical Center Dallas,251
4691,Baptist Neighborhood Hospital at Thousand Oaks,63
4692,Oceans Behavioral Hospital Longview,50
4693,Lone Star Behavioral Health,6
4694,Texas Health Presbyterian Hospital Plano,88
4695,East Houston Hospitals & Clinics,56
4696,Mesa Springs,24
4697,Rock Springs,6
4698,Parkland Health,215
4699,White Rock Medical Center,59
4700,Methodist Southlake Hospital,68
4701,Austin Oaks Hospital,37
4702,Baylor Scott & White Emergency Medical Center- Cedar Park,77
4703,Oceans Behavioral Hospital Abilene,10
4704,Crescent Medical Center Lancaster,24
4705,Medical City Green Oaks Hospital,180
4706,Baylor Scott & White Medical Center-Uptown,298
4707,Kingwood Emergency Hospital,34
4708,CapRock Hospital,35
4709,Longview Rehabilitation Hospital,1
4710,Everest Rehabilitation Hospital Temple,31
4711,Oceans Behavioral Hospital of Pasadena,31
4712,Dallas Behavioral Healthcare Hospital,30
4713,Encompass Health Rehabilitation Hospital of Katy,15
4714,Baylor Scott & White Institute for Rehabilitation - Lakeway,35
4715,Select Specialty Hospital - Dallas Downtown,182
4716,Resolute Health,15
4717,Methodist Dallas Medical Center,59
4718,Woodlands Specialty Hospital,53
4719,Dallas Medical Center,169
4720,Medical City Dallas,146
4721,Haven Behavioral Hospital of Frisco,133
4722,Georgetown Behavioral Health Institute,15
4723,HCA Houston Healthcare Pearland,72
4724,Baylor Scott & White Medical Center - Buda,30
4725,PAM Health Rehabilitation Hospital of Houston Heights,70
4726,Methodist Charlton Medical Center,45
4727,Mid-Jefferson Extended Care Hospital of Beaumont,40
4728,Children's Medical Center Plano,55
4729,Medical City Alliance,43
4730,Rio Vista Behavioral Health,22
4731,ClearSky Rehabilitation Hospital of Weatherford,24
4732,The Hospitals of Providence Transmountain Campus - TENET Healthcare,10
4733,Oceans Behavioral Hospital Katy,47
4734,Wellbridge Healthcare of Fort Worth,93
4735,Wellbridge Healthcare Greater Dallas,75
4736,Texas Health Presbyterian Hospital Dallas,122
4737,Texas Rehabilitation Hospital of Arlington,130
4738,Laredo Rehabilitation Hospital,49
4739,"South Plains Rehabilitation Hospital, an affiliate of UMC and Encompass Health",8
4740,Legent Orthopedic Hospital Carrollton,72
4741,First Baptist Medical Center,156
4742,ContinueCARE Hospital at Medical Center (Odessa),37
4743,Westpark Springs,15
4744,Scottish Rite for Children,184
4745,Baylor Scott & White Emergency Hospital - Burleson,40
4746,Accel Rehabilitation Hospital of Plano,32
4747,Houston Methodist The Woodlands Hospital,85
4748,Kate Dishman Rehabilitation Hospital,75
4749,PAM Rehabilitation Hospital of Victoria,15
4750,Eminent Medical Center,70
4751,Warm Springs Rehabilitation Hospital of Kyle,21
4752,Altus Baytown Hospital,48
4753,San Antonio Behavioral Healthcare Hospital,39
4754,Sun Behavioral Houston,155
4755,Houston Behavioral Healthcare Hospital,55
4756,The Hospitals of Providence Horizon City Campus,0
4757,Dell Seton Medical Center at the University of Texas,397
4758,Encompass Health Rehabilitation Hospital of Pearland,7
4759,"CHI St. Joseph Health Rehabilitation Hospital, an affiliate of Encompass Health",22
4760,Woodland Springs Hospital,3
4761,Medical City Decatur,9
4762,The Colony ER Hospital,2
4763,Legent Hospital for Special Surgery,108
4764,Ascension Seton Bastrop,38
4765,Baylor Scott & White Medical Center - Pflugerville,38
4766,Midcoast Medical Center - Crockett,3
4767,Texoma Medical Center,25
4768,Altus Houston Hospital,56
4769,Baylor Scott & White Medical Center - Austin,45
4770,Val Verde Regional Medical Center,62
4771,St. Michael's Elite Hospital,141
4772,"Horizon Medical Center, LLC",37
4773,Texas Health Hospital Frisco,26
4774,Perimeter Behavioral Hospital of Arlington,45
4775,Perimeter Behavioral Hospital of Dallas,44
4776,PAM Rehabilitation Hospital of Humble,81
4777,PAM Health Rehabilitation Hospital of El Paso,44
4778,PAM Rehabilitation Hospital of Clear Lake,67
4779,Texas Health Presbyterian Hospital Denton,62
4780,Medical City Denton,63
4781,PAM Rehabilitation Hospital of Round Rock,18
4782,PAM Rehabilitation Hospital of Corpus Christi,52
4783,Yoakum County Hospital,3
4784,Plains Memorial Hospital,8
4785,Moore County Hospital District,32
4786,Rice Medical Center,0
4787,Texas Health Hospital Mansfield,23
4788,Texas Surgical Hospital,15
4789,Fort Duncan Regional Medical Center,10
4790,ClearSky Rehabilitation Hospital of Flower Mound,17
4791,Canyon Creek Behavioral Health,29
4792,Oceans Behavioral Health of Waco,1
4793,Methodist Midlothian Medical Center,10
4794,Eastland Memorial Hospital,9
4795,Concho County Hospital,6
4796,Jackson County Hospital District,3
4797,Schleicher County Medical Center,5
4798,Electra Memorial Hospital,0
4799,Carrus Behavioral Hospital,0
4800,Altus Lumberton Hospital,10
4801,Brushy Creek Family Hospital,7
4802,El Campo Memorial Hospital,6
4803,Medical Behavioral Hospital of Clear Lake,62
4804,University Medical Center of El Paso,76
4805,New Braunfels ER & Hospital,1
4806,Legent North Houston Surgical Hospital,0
4807,Spring Hospital,6
4808,Texas Rehabilitation Hospital of Keller,18
4809,Texarkana Emergency Center & Hospital,0
4810,VA Texas Valley Coastal HCS,0
4811,Cleveland Emergency Hospital,88
4812,Reunion Rehabilitation Hospital Plano,0
4813,Reunion Rehabilitation Hospital Arlington,0
4814,Beaumont Emergency Hospital,0
4815,Encompass Health Rehabilitation Hospital of Waco,0
4816,"Shannon Rehabilitation Hospital, an affiliate of Encompass Health",0
4817,San Antonio Rehabilitation Hospital,0
4818,Everest Rehabilitation Hospital of El Paso,0
4819,Elitecare Emergency Hospital,0
4820,Townsen Memorial Hospital,0
4821,The Hospitals of Providence Sierra Campus - TENET Healthcare,39
4822,The Hospitals of Providence Memorial Campus - TENET Healthcare,106
4823,Las Palmas Medical Center,96
4824,William Beaumont Army Medical Center,20
4825,Freestone Medical Center,7
4826,Connally Memorial Medical Center,7
4827,Carl R. Darnall Army Medical Center,41
4828,Brooke Army Medical Center,58
4829,Pecos County Memorial Hospital,5
4830,Baylor Scott & White All Saints Medical Center - Fort Worth,99
4831,Cook Children's Medical Center,189
4832,Medical City North Hills,134
4833,Texas Health Harris Methodist Hospital Fort Worth,176
4834,Texas Health Harris Methodist Hospital Southwest Fort Worth,30
4835,Medical City Fort Worth,166
4836,JPS Health Network,100
4837,Methodist Hospital Hill Country,2
4838,CHI St. Luke's Health Brazosport,5
4839,Parmer Medical Center,4
4840,North Texas Medical Center,9
4841,Shriners Hospitals for Children,44
4842,Houston Methodist Clear Lake Hospital,32
4843,University of Texas Medical Branch,33
4844,Coryell Health,11
4845,Glen Rose Medical Center,10
4846,PAM Specialty Hospital of Luling,6
4847,Gonzales Healthcare Systems,2
4848,Graham Regional Medical Center,14
4849,Baylor Scott & White Medical Center - Grapevine,117
4850,Limestone Medical Center,6
4851,Lavaca Medical Center,1
4852,Valley Baptist Medical Center-Harlingen,39
4853,Hamilton General Hospital,2
4854,Haskell Memorial Hospital,1
4855,UT Health Henderson,7
4856,Clay County Memorial Hospital,6
4857,Hereford Regional Medical Center,3
4858,Hill Regional Hospital,20
4859,Medina Regional Hospital,0
4860,Memorial Hermann - Texas Medical Center,311
4861,HCA Houston Healthcare Northwest,106
4862,Harris Health System,82
4863,University of Texas M.D. Anderson Cancer Center,404
4864,Memorial Hermann Greater Heights Hospital,107
4865,Houston Methodist Hospital,489
4866,Memorial Hermann Memorial City Medical Center,269
4867,HCA Houston Healthcare Medical Center,138
4868,St. Joseph Medical Center TX,613
4869,CHI St Luke's Health - Baylor St Luke's Medical Center,464
4870,Texas Children's Hospital,443
4871,TIRR Memorial Hermann,351
4872,West Oaks Hospital,147
4873,HCA Houston Healthcare West,42
4874,Woman's Hospital of Texas,190
4875,Michael E. DeBakey Department of Veterans Affairs Medical Center,106
4876,UTHealth Harris County Psychiatric Center,106
4877,Huntsville Memorial Hospital,47
4878,Baylor Scott & White Medical Center-Irving,119
4879,Encompass Health Rehabilitation Hospital of Humble,52
4880,Iraan General Hospital,2
4881,Faith Community Hospital,2
4882,Memorial Hermann Northeast,65
4883,UT Health Jacksonville,14
4884,CHRISTUS Southeast Texas Jasper Memorial,5
4885,Texas Health Presbyterian Hospital Kaufman,7
4886,Methodist Hospital Atascosa,7
4887,Kimble Hospital,11
4888,Texas Health Huguley Hospital Fort Worth South,45
4889,Winkler County Memorial Hospital,9
4890,Otto Kaiser Memorial Hospital,4
4891,Memorial Hermann Katy Hospital,52
4892,Baylor Scott & White Medical Center - Lake Pointe,27
4893,Peterson Health,9
4894,Cypress Creek Hospital,50
4895,AdventHealth Central Texas,21
4896,CHRISTUS Spohn Hospital Kleberg,28
4897,Knox County Hospital,0
4898,Medical Arts Hospital,1
4899,AdventHealth Rollins Brook,15
4900,Doctors Hospital of Laredo,27
4901,Laredo Medical Center,66
4902,Covenant Hospital-Levelland,0
4903,Medical City Lewisville,100
4904,Liberty Dayton Regional Medical Center,5
4905,Lamb Healthcare Center,4
4906,St. Luke's Health - Memorial Livingston,8
4907,Midcoast Central - Llano,1
4908,W. J. Mangold Memorial Hospital,1
4909,Longview Regional Medical Center,43
4910,St. David's Round Rock Medical Center,26
4911,Covenant Medical Center,93
4912,University Medical Center TX,50
4913,Grace Surgical Hospital,52
4914,Woodland Heights Medical Center,20
4915,CHI St. Luke's Health Memorial Lufkin,13
4916,Ascension Seton Edgar B. Davis Hospital,6
4917,CHI St. Joseph Health Madison Hospital,8
4918,Falls Community Hospital and Clinic,4
4919,CHRISTUS Good Shepherd Medical Center-Marshall,3
4920,McCamey County Hospital District,0
4921,Parkview Regional Hospital,2
4922,Mission Regional Medical Center,42
4923,Ward Memorial Hospital,11
4924,Cochran Memorial Hospital,0
4925,Palo Pinto General Hospital,0
4926,Titus Regional Medical Center,21
4927,Muenster Memorial Hospital,2
4928,Muleshoe Area Medical Center,3
4929,Nacogdoches Memorial Hospital,35
4930,Nacogdoches Medical Center,21
4931,CHI St. Joseph Health Grimes Hospital,7
4932,Nocona General Hospital,2
4933,Medical Center Health System,37
4934,Odessa Regional Medical Center,31
4935,Olney Hamilton Hospital,9
4936,Palacios Community Medical Center,5
4937,Palestine Regional Medical Center-East,5
4938,Pampa Regional Medical Center,3
4939,HCA Houston Healthcare Southeast,59
4940,Frio Regional Hospital,7
4941,Reeves Regional Health,3
4942,Ochiltree General Hospital,3
4943,UT Health Pittsburg,3
4944,Covenant Hospital Plainview,15
4945,UT Health Quitman,4
4946,Memorial Medical Center TX,12
4947,Medical City Plano,46
4948,Hardeman County Memorial Hospital,1
4949,Rankin County Hospital District,0
4950,Refugio County Memorial Hospital,4
4951,Methodist Richardson Medical Center,67
4952,OakBend Medical Center,65
4953,Starr County Memorial Hospital,7
4954,Fisher County Hospital District,0
4955,Rusk State Hospital,9
4956,River Crest Hospital,1
4957,Encompass Health Rehabilitation Hospital of San Antonio,31
4958,Warm Springs Rehabilitation Hospital of San Antonio,60
4959,University Health,147
4960,San Antonio State Hospital,26
4961,Clarity Child Guidance Center,82
4962,Texas Center for Infectious Disease,22
4963,CHRISTUS Santa Rosa Health System,269
4964,Methodist Hospital,104
4965,CHI St. Luke's Health Memorial San Augustine,0
4966,CHRISTUS Santa Rosa Hospital - San Marcos,17
4967,Laurel Ridge Treatment Center,47
4968,Guadalupe Regional Medical Center,20
4969,Memorial Hospital,4
4970,Seymour Hospital,4
4971,Shamrock General Hospital,0
4972,Wilson N. Jones Regional Medical Center,14
4973,Ascension Seton Smithville,11
4974,Cogdell Memorial Hospital,3
4975,Lillian M. Hudspeth Memorial Hospital,0
4976,Hansford Hospital,2
4977,Texas Health Harris Methodist Hospital Stephenville,11
4978,CHRISTUS Mother Frances Hospital - Sulphur Springs,5
4979,Sweeny Community Hospital,2
4980,Rolling Plains Memorial Hospital,12
4981,Lynn County Hospital District,2
4982,Baylor Scott & White Medical Center - Taylor,8
4983,Baylor Scott & White Medical Center - Temple,53
4984,Terrell State Hospital,11
4985,Wadley Regional Medical Center,26
4986,Throckmorton County Memorial Hospital,1
4987,Swisher Memorial Healthcare System,4
4988,UT Health North Campus Tyler,7
4989,HCA Houston Healthcare Tomball,22
4990,CHRISTUS Mother Frances Hospital - Tyler,56
4991,Uvalde Memorial Hospital,7
4992,Culberson Hospital,0
4993,Wilbarger General Hospital,6
4994,Citizens Medical Center TX,30
4995,DeTar Healthcare System,24
4996,North Texas State Hospital,11
4997,Baylor Scott & White Medical Center - Hillcrest,55
4998,Ascension Providence,34
4999,Medical City Weatherford,19
5000,Collingsworth General Hospital,3
5001,Knapp Medical Center,13
5002,Parkview Hospital,1
5003,Hickory Trail Hospital,9
5004,"Red River Hospital, LLC",54
5005,"North Texas State Hospital, Wichita Falls Campus",12
5006,North Runnels Hospital,15
5007,Tyler County Hospital,4
5008,Yoakum Community Hospital,6
5009,Rio Grande Regional Hospital,72
5010,Memorial Hermann Sugar Land Hospital,74
5011,Comanche County Medical Center,1
5012,Lake Granbury Medical Center,16
5013,Sabine County Hospital,1
5014,Kerrville State Hospital,8
5015,Martin County Hospital District,3
5016,CHRISTUS Mother Frances Hospital - Winnsboro,2
5017,Benefis Health System,16
5018,Big Sandy Medical Center,0
5019,Pioneer Medical Center,1
5020,Logan Health,11
5021,Great Falls Clinic Hospital,5
5022,Community Hospital of Anaconda,7
5023,Fallon Medical Complex,0
5024,Billings Clinic,36
5025,SCL Health MT - St. Vincent Healthcare,28
5026,Bozeman Health Deaconess Regional Medical Center,4
5027,Blackfeet Community Hospital,0
5028,SCL Health MT - St. James Healthcare,16
5029,Logan Health Chester,3
5030,Benefis Teton Medical Center,0
5031,Stillwater Billings Clinic,3
5032,Logan Health - Conrad,0
5033,Crow/Northern Cheyenne Hospital,0
5034,Advanced Care Hospital of Montana,1
5035,Roosevelt Medical Center,5
5036,Logan Health - Cut Bank,1
5037,Deer Lodge Medical Center,4
5038,Barrett Hospital & HealthCare,0
5039,Dahl Memorial Healthcare Association,1
5040,Madison Valley Medical Center,4
5041,Rosebud Health Care Center,0
5042,Missouri River Medical Center,1
5043,Fort Harrison VA Medical Center,0
5044,Frances Mahon Deaconess Hospital,1
5045,Glendive Medical Center,9
5046,Bitterroot Health - Daly Hospital,1
5047,Big Horn Hospital,1
5048,Fort Belknap Service Unit,0
5049,Wheatland Memorial Healthcare,0
5050,Northern Montana Hospital,0
5051,St. Peter's Health,14
5052,Shodair Children's Hospital,8
5053,Garfield County Health Center,1
5054,Central Montana Medical Center,3
5055,Cabinet Peaks Medical Center,2
5056,Livingston HealthCare,0
5057,Bozeman Health Big Sky Medical Center,3
5058,Phillips County Hospital,0
5059,Holy Rosary Healthcare,4
5060,Community Medical Center MT,10
5061,Providence St. Patrick Hospital,32
5062,Granite County Medical Center,0
5063,Clark Fork Valley Hospital,0
5064,Sheridan Memorial Hospital MT,3
5065,Providence St. Joseph Medical Center,4
5066,Poplar Community Hospital,3
5067,Beartooth Billings Clinic,0
5068,St. Luke Community Healthcare,2
5069,Roundup Memorial Healthcare,0
5070,Daniels Memorial Healthcare Center,2
5071,Sidney Health Center,2
5072,Prairie County Hospital District,2
5073,Billings Clinic Broadwater,3
5074,Montana State Hospital,2
5075,Logan Health - Whitefish,8
5076,Trinity Hospital MT,1
5077,McCone County Health Center,0
5078,Logan Health Shelby,0
5079,Ruby Valley Medical Center,7
5080,Mineral Community Hospital,1
5081,Mountainview Medical Center,1
5082,The Rehabilitation Hospital of Montana,3
5083,St. Luke's Wood River Medical Center,3
5084,Portneuf Medical Center,39
5085,Mountain View Hospital ID,15
5086,Northwest Specialty Hospital,30
5087,Treasure Valley Hospital,25
5088,Power County Hospital District,2
5089,Lost Rivers Medical Center,1
5090,Lifeways Behavioral Hospital,24
5091,Bingham Memorial Hospital,1
5092,Grove Creek Medical Center,5
5093,Northern Idaho Advanced Care Hospital,33
5094,State Hospital South,2
5095,Intermountain Hospital,38
5096,St. Luke's Rehabilitation Hospital ID,56
5097,Saint Alphonsus Regional Medical Center,78
5098,St. Luke's Boise Medical Center,79
5099,Boise VA Medical Center,37
5100,Boundary Community Hospital,3
5101,Cassia Regional Hospital,11
5102,West Valley Medical Center,32
5103,Cascade Medical Center,0
5104,Kootenai Health,47
5105,St. Mary's Health,1
5106,Teton Valley Health Care,3
5107,Valor Health,0
5108,Vibra Hospital of Boise,15
5109,North Canyon Medical Center,4
5110,Syringa Hospital and Clinics,4
5111,Eastern Idaho Regional Medical Center,18
5112,St. Luke's Jerome,12
5113,Shoshone Medical Center,1
5114,St. Joseph Regional Medical Center,32
5115,Nell J. Redfield Memorial Hospital,0
5116,St. Luke's McCall,2
5117,Bear Lake Memorial Hospital,6
5118,Gritman Medical Center,34
5119,St. Luke's Elmore,6
5120,Saint Alphonsus Medical Center - Nampa,43
5121,Clearwater Valley Health,1
5122,State Hospital North,0
5123,Franklin County Medical Center,1
5124,MadisonHealth,3
5125,Minidoka Memorial Hospital,3
5126,Benewah Community Hospital,7
5127,Steele Memorial Medical Center,3
5128,Bonner General Health,13
5129,Caribou Medical Center,0
5130,St. Luke's Magic Valley Medical Center,11
5131,"Saint Alphonsus Regional Rehabilitation Hospital, an affiliate of Encompass Health",52
5132,Weiser Memorial Hospital,16
5133,Rehabilitation Hospital of the Northwest,33
5134,St. Luke's Nampa,10
5135,Cottonwood Creek Behavioral Hospital,23
5136,Idaho Falls Community Hospital,0
5137,Cheyenne Regional Medical Center,15
5138,Elkhorn Valley Rehabilitation Hospital,5
5139,Star Valley Health,17
5140,Wyoming Behavioral Institute,10
5141,Johnson County Healthcare Center,1
5142,Wyoming Medical Center,37
5143,Cheyenne VA Medical Center,15
5144,Cody Regional Health,1
5145,Memorial Hospital of Converse County,2
5146,Evanston Regional Hospital,0
5147,Wyoming State Hospital,16
5148,Campbell County Health,11
5149,Three Rivers Health,1
5150,St. John's Health,1
5151,South Lincoln Medical Center,2
5152,Ivinson Memorial Hospital,14
5153,North Big Horn Hospital District,0
5154,Niobrara Community Hospital,0
5155,Weston County Health Services,4
5156,Powell Valley Health Care,1
5157,Memorial Hospital of Carbon County,7
5158,Memorial Hospital of Sweetwater County,7
5159,SageWest Health Care,2
5160,Sheridan Memorial Hospital WY,3
5161,Sheridan VA Medical Center,0
5162,Crook County Medical Services District,1
5163,Hot Springs County Memorial Hospital,0
5164,Community Hospital WY,3
5165,Platte County Memorial Hospital,1
5166,Washakie Medical Center,7
5167,Summit Medical Center WY,9
5168,Aspen Mountain Medical Center,5
5169,North Platte Valley Medical Center,0
5170,Penrose-St. Francis Health Services,69
5171,San Luis Valley Health,27
5172,PAM Specialty Hospital of Denver,104
5173,Lutheran Medical Center,42
5174,Spalding Rehabilitation Hospital,118
5175,Medical Center of Aurora,83
5176,Colorado Mental Health Institute at Fort Logan,23
5177,Mercy Regional Medical Center CO,6
5178,UCHealth Poudre Valley Hospital,33
5179,Rio Grande Hospital,0
5180,Aspen Valley Hospital,25
5181,Good Samaritan Medical Center CO,40
5182,AdventHealth Parker,40
5183,Sky Ridge Medical Center,89
5184,Kindred Hospital-Aurora,131
5185,Encompass Health Rehabilitation Hospital of Colorado Springs,44
5186,Animas Surgical Hospital,15
5187,AdventHealth Avista,47
5188,St. Anthony Summit Medical Center,4
5189,UCHealth Medical Center of the Rockies,34
5190,Northern Colorado Rehabilitation Hospital,10
5191,Northern Colorado Long Term Acute Hospital,10
5192,UCHealth Pikes Peak Regional Hospital,0
5193,Highlands Behavioral Health System,145
5194,Boulder Community Health,88
5195,Pagosa Springs Medical Center,10
5196,Centennial Peaks Hospital,35
5197,Intermountain Health Platte Valley Hospital,27
5198,East Morgan County Hospital,6
5199,Kit Carson County Memorial Hospital,0
5200,Evans U. S. Army Community Hospital,17
5201,St. Thomas More Hospital,7
5202,Keefe Memorial Hospital,2
5203,Cedar Springs Hospital,57
5204,UCHealth Memorial Hospital,73
5205,Southwest Health System,6
5206,Memorial Regional Health,1
5207,Peak View Behavioral Health,20
5208,Delta Health,6
5209,Children's Hospital Colorado,83
5210,Denver Health,296
5211,National Jewish Health,170
5212,Rose Medical Center,75
5213,AdventHealth Porter,46
5214,Presbyterian/St. Luke's Medical Center,123
5215,St. Anthony Hospital CO,83
5216,Saint Joseph Hospital,179
5217,West Springs Hospital,36
5218,Encompass Health Rehabilitation Hospital of Littleton,28
5219,University of Colorado Hospital,789
5220,Denver Regional Rehabilitation Hospital,140
5221,Banner Fort Collins Medical Center,28
5222,North Suburban Medical Center,126
5223,Rocky Mountain Regional VA Medical Center,126
5224,Kindred Hospital-Denver,121
5225,Vibra Hospital of Denver,141
5226,Reunion Rehabilitation Hospital Denver,48
5227,PAM Health Rehabilitation Hospital of Westminster,0
5228,Federal Correctional Institute Hospital,4
5229,Swedish Medical Center,104
5230,Estes Park Health,2
5231,St. Elizabeth Hospital CO,30
5232,Family Health West,7
5233,Valley View Hospital,13
5234,Intermountain Health St. Mary's Regional Hospital,37
5235,Grand Junction VA Medical Center,35
5236,Banner North Colorado Medical CenterNorth Colorado Medical Center,49
5237,Gunnison Valley Health,7
5238,Haxtun Hospital District,3
5239,Melissa Memorial Hospital,2
5240,Sedgwick County Health Center,3
5241,San Luis Valley Health Conejos County Hospital,2
5242,Arkansas Valley Regional Medical Center,7
5243,Craig Hospital,102
5244,Prowers Medical Center,0
5245,Longmont United Hospital,43
5246,St. Vincent Health,9
5247,Banner McKee Medical Center,15
5248,Pioneers Medical Center,1
5249,Montrose Regional Health,14
5250,AdventHealth Littleton,55
5251,Colorado Mental Health Institute at Pueblo,8
5252,St. Mary-Corwin Medical Center,7
5253,Parkview Medical Center,43
5254,Rangely District Hospital,0
5255,Grand River Hospital District,2
5256,Heart of the Rockies Regional Medical Center,8
5257,Southeast Colorado Hospital District,12
5258,UCHealth Yampa Valley Medical Center,6
5259,Sterling Regional MedCenter,8
5260,Mt. San Rafael Hospital,6
5261,Vail Health,43
5262,Spanish Peaks Regional Health Center and Veterans Community Living Center,3
5263,St. Anthony North Hospital,61
5264,Wray Community District Hospital,9
5265,Yuma District Hospital,6
5266,Weisbrod Memorial County Hospital,6
5267,Community Hospital CO,4
5268,Lincoln Health,2
5269,Middle Park Health-Kremmling,3
5270,OrthoColorado Hospital,82
5271,AdventHealth Castle Rock,14
5272,UCHealth Broomfield Hospital,76
5273,UCHealth Grandview Hospital,76
5274,UCHealth Longs Peak Hospital,12
5275,Denver Springs,35
5276,UCHealth Greeley,20
5277,UCHealth Highlands Ranch Hospital,36
5278,Reunion Rehabilitation Hospital Inverness,0
5279,Children's Hospital Colorado - Colorado Springs,0
5280,Kindred Hospital-Albuquerque,149
5281,Eastern New Mexico Medical Center,12
5282,Gerald Champion Regional Medical Center,5
5283,New Mexico Rehabilitation Center,6
5284,Plains Regional Medical Center,10
5285,MountainView Regional Medical Center,6
5286,Roosevelt General Hospital,8
5287,Peak Behavioral Health Services,3
5288,AMG Specialty Hospital-Albuquerque,204
5289,Rehabilitation Hospital of Southern New Mexico,4
5290,Advanced Care Hospital of Southern New Mexico,4
5291,Lovelace Regional Hospital - Roswell,24
5292,University of New Mexico Hospitals,99
5293,Presbyterian Hospital,184
5294,Lovelace Medical Center,193
5295,Lovelace Westside Hospital,48
5296,Raymond G. Murphy Department of Veterans Affairs Medical Center,31
5297,Artesia General Hospital,4
5298,Carlsbad Medical Center,16
5299,Union County General Hospital,3
5300,U. S. Public Health Service Indian Hospital NM,1
5301,Mimbres Memorial Hospital,4
5302,Presbyterian Espanola Hospital,3
5303,Encompass Health Rehabilitation Hospital of Albuquerque,75
5304,San Juan Regional Medical Center,16
5305,Rehoboth McKinley Christian Health Care Services,7
5306,Northern Navajo Medical Center,7
5307,Cibola General Hospital,1
