Hospital Name,Verizon
Baylor Scott & White Medical Center - Sunnyvale,0
Aspire Hospital,1
Encompass Health Rehabilitation Hospital of Abilene,1
TrustPoint Rehabilitation Hospital of Lubbock,1
Denton Rehab,2
SE Texas ER & Hospital,6
Hemphill County Hospital District,0
Dimmit Regional Hospital,0
UT Health Carthage,3
Carrollton Regional Medical Center,1
Childress Regional Medical Center,0
Texas Health Harris Methodist Hospital Cleburne,1
Baylor Scott & White Medical Center at - McKinney,3
South Texas Health System,0
Methodist Rehabilitation Hospital,2
Behavioral Hospital of Bellaire,9
Encompass Health Rehabilitation Hospital Vision Park,8
Goodall-Witcher Hospital,1
Atrium Medical Center TX,1
Nexus Specialty Hospital The Woodlands,5
Methodist McKinney Hospital,2
St. Luke's Health - The Vintage Hospital,4
Baylor Orthopedic and Spine Hospital at Arlington,2
Coleman County Medical Center,0
Texas Health Presbyterian Hospital Flower Mound,3
Carrus Rehabilitation Hospital,0
Baylor Scott & White Institute for Rehabilitation-Frisco,1
Texas Rehabilitation Hospital of Fort Worth,12
Baylor Scott & White Institute for Rehabilitation-Fort Worth,3
Seton Medical Center Harker Heights,4
Mitchell County Hospital,0
Columbus Community Hospital TX,1
Hunt Regional Medical Center,0
Glen Oaks Hospital,1
Corpus Christi Medical Center - Doctors Regional,1
Driscoll Children's Hospital,3
Navarro Regional Hospital,0
Crane Memorial Hospital,3
Methodist Hospital for Surgery,7
Crosbyton Clinic Hospital,0
Cuero Regional Hospital,0
Houston Methodist West Hospital,3
Baylor Scott & White Hospital Medical Center - College Station,0
Baylor Scott & White Medical Center - Marble Falls,0
Texas Health Heart & Vascular Hospital Arlington,5
Mesquite Rehabilitation Institute,0
Encompass Health Rehabilitation Hospital of Dallas,1
Baylor Scott & White Surgical Hospital-Sherman,3
Encompass Health Rehabilitation Hospital of the Mid-Cities,5
Coon Memorial Hospital,0
icare Rehabilitation Hospital,1
El Paso Children's Hospital,15
New Braunfels Regional Rehabilitation Hospital,2
Encompass Health Rehabilitation Hospital of Cypress,8
Baylor University Medical Center,10
Corpus Christi Rehabilitation Hospital,5
Texas Star Recovery,1
Baylor Scott & White Emergency Hospitals-Aubrey,0
Baylor Scott & White Institute for Rehabilitation - Dallas,7
Texas Health Harris Methodist Hospital Alliance,0
Carrollton Springs,1
Encompass Health Rehabilitation Hospital The Vintage,5
Oceans Behavioral Hospital Lufkin,1
Children's Medical Center Dallas,16
Baptist Neighborhood Hospital at Thousand Oaks,4
Oceans Behavioral Hospital Longview,11
Lone Star Behavioral Health,0
Texas Health Presbyterian Hospital Plano,11
East Houston Hospitals & Clinics,5
Mesa Springs,1
Rock Springs,0
Parkland Health,13
White Rock Medical Center,2
Methodist Southlake Hospital,9
Austin Oaks Hospital,4
Baylor Scott & White Emergency Medical Center- Cedar Park,3
Oceans Behavioral Hospital Abilene,1
Crescent Medical Center Lancaster,2
Medical City Green Oaks Hospital,2
Baylor Scott & White Medical Center-Uptown,25
Kingwood Emergency Hospital,1
CapRock Hospital,0
Longview Rehabilitation Hospital,0
Everest Rehabilitation Hospital Temple,2
Oceans Behavioral Hospital of Pasadena,0
Dallas Behavioral Healthcare Hospital,2
Encompass Health Rehabilitation Hospital of Katy,2
Baylor Scott & White Institute for Rehabilitation - Lakeway,5
Select Specialty Hospital - Dallas Downtown,9
Resolute Health,2
Methodist Dallas Medical Center,3
Woodlands Specialty Hospital,5
Dallas Medical Center,6
Medical City Dallas,1
Haven Behavioral Hospital of Frisco,9
Georgetown Behavioral Health Institute,1
HCA Houston Healthcare Pearland,2
Baylor Scott & White Medical Center - Buda,6
PAM Health Rehabilitation Hospital of Houston Heights,9
Methodist Charlton Medical Center,2
Mid-Jefferson Extended Care Hospital of Beaumont,4
Children's Medical Center Plano,3
Medical City Alliance,2
Rio Vista Behavioral Health,3
ClearSky Rehabilitation Hospital of Weatherford,1
The Hospitals of Providence Transmountain Campus - TENET Healthcare,0
Oceans Behavioral Hospital Katy,8
Wellbridge Healthcare of Fort Worth,2
Wellbridge Healthcare Greater Dallas,0
Texas Health Presbyterian Hospital Dallas,5
Texas Rehabilitation Hospital of Arlington,8
Laredo Rehabilitation Hospital,2
"South Plains Rehabilitation Hospital, an affiliate of UMC and Encompass Health",0
Legent Orthopedic Hospital Carrollton,2
First Baptist Medical Center,9
ContinueCARE Hospital at Medical Center (Odessa),9
Westpark Springs,1
Scottish Rite for Children,13
Baylor Scott & White Emergency Hospital - Burleson,4
Accel Rehabilitation Hospital of Plano,2
Houston Methodist The Woodlands Hospital,9
Kate Dishman Rehabilitation Hospital,3
PAM Rehabilitation Hospital of Victoria,0
Eminent Medical Center,5
Warm Springs Rehabilitation Hospital of Kyle,1
Altus Baytown Hospital,2
San Antonio Behavioral Healthcare Hospital,1
Sun Behavioral Houston,16
Houston Behavioral Healthcare Hospital,7
The Hospitals of Providence Horizon City Campus,0
Dell Seton Medical Center at the University of Texas,29
Encompass Health Rehabilitation Hospital of Pearland,1
"CHI St. Joseph Health Rehabilitation Hospital, an affiliate of Encompass Health",5
Woodland Springs Hospital,0
Medical City Decatur,1
The Colony ER Hospital,0
Legent Hospital for Special Surgery,6
Ascension Seton Bastrop,2
Baylor Scott & White Medical Center - Pflugerville,1
Midcoast Medical Center - Crockett,1
Texoma Medical Center,0
Altus Houston Hospital,2
Baylor Scott & White Medical Center - Austin,3
Val Verde Regional Medical Center,2
St. Michael's Elite Hospital,10
"Horizon Medical Center, LLC",4
Texas Health Hospital Frisco,3
Perimeter Behavioral Hospital of Arlington,0
Perimeter Behavioral Hospital of Dallas,4
PAM Rehabilitation Hospital of Humble,6
PAM Health Rehabilitation Hospital of El Paso,3
PAM Rehabilitation Hospital of Clear Lake,10
Texas Health Presbyterian Hospital Denton,2
Medical City Denton,7
PAM Rehabilitation Hospital of Round Rock,0
PAM Rehabilitation Hospital of Corpus Christi,1
Yoakum County Hospital,0
Plains Memorial Hospital,6
Moore County Hospital District,1
Rice Medical Center,0
Texas Health Hospital Mansfield,1
Texas Surgical Hospital,1
Fort Duncan Regional Medical Center,0
ClearSky Rehabilitation Hospital of Flower Mound,1
Canyon Creek Behavioral Health,1
Oceans Behavioral Health of Waco,0
Methodist Midlothian Medical Center,0
Eastland Memorial Hospital,2
Concho County Hospital,0
Jackson County Hospital District,0
Schleicher County Medical Center,0
Electra Memorial Hospital,0
Carrus Behavioral Hospital,0
Altus Lumberton Hospital,1
Brushy Creek Family Hospital,1
El Campo Memorial Hospital,1
Medical Behavioral Hospital of Clear Lake,6
University Medical Center of El Paso,15
New Braunfels ER & Hospital,0
Legent North Houston Surgical Hospital,0
Spring Hospital,0
Texas Rehabilitation Hospital of Keller,0
Texarkana Emergency Center & Hospital,0
VA Texas Valley Coastal HCS,0
Cleveland Emergency Hospital,4
Reunion Rehabilitation Hospital Plano,0
Reunion Rehabilitation Hospital Arlington,0
Beaumont Emergency Hospital,0
Encompass Health Rehabilitation Hospital of Waco,0
"Shannon Rehabilitation Hospital, an affiliate of Encompass Health",0
San Antonio Rehabilitation Hospital,0
Everest Rehabilitation Hospital of El Paso,0
Elitecare Emergency Hospital,0
Townsen Memorial Hospital,0
The Hospitals of Providence Sierra Campus - TENET Healthcare,2
The Hospitals of Providence Memorial Campus - TENET Healthcare,7
Las Palmas Medical Center,11
William Beaumont Army Medical Center,0
Freestone Medical Center,0
Connally Memorial Medical Center,0
Carl R. Darnall Army Medical Center,7
Brooke Army Medical Center,3
Pecos County Memorial Hospital,3
Baylor Scott & White All Saints Medical Center - Fort Worth,5
Cook Children's Medical Center,8
Medical City North Hills,27
Texas Health Harris Methodist Hospital Fort Worth,7
Texas Health Harris Methodist Hospital Southwest Fort Worth,6
Medical City Fort Worth,12
JPS Health Network,4
Methodist Hospital Hill Country,0
CHI St. Luke's Health Brazosport,0
Parmer Medical Center,0
North Texas Medical Center,1
Shriners Hospitals for Children,4
Houston Methodist Clear Lake Hospital,1
University of Texas Medical Branch,4
Coryell Health,2
Glen Rose Medical Center,1
PAM Specialty Hospital of Luling,0
Gonzales Healthcare Systems,0
Graham Regional Medical Center,1
Baylor Scott & White Medical Center - Grapevine,12
Limestone Medical Center,1
Lavaca Medical Center,0
Valley Baptist Medical Center-Harlingen,1
Hamilton General Hospital,0
Haskell Memorial Hospital,0
UT Health Henderson,1
Clay County Memorial Hospital,0
Hereford Regional Medical Center,0
Hill Regional Hospital,3
Medina Regional Hospital,0
Memorial Hermann - Texas Medical Center,41
HCA Houston Healthcare Northwest,5
Harris Health System,3
University of Texas M.D. Anderson Cancer Center,49
Memorial Hermann Greater Heights Hospital,10
Houston Methodist Hospital,63
Memorial Hermann Memorial City Medical Center,24
HCA Houston Healthcare Medical Center,21
St. Joseph Medical Center TX,113
CHI St Luke's Health - Baylor St Luke's Medical Center,53
Texas Children's Hospital,47
TIRR Memorial Hermann,41
West Oaks Hospital,25
HCA Houston Healthcare West,2
Woman's Hospital of Texas,19
Michael E. DeBakey Department of Veterans Affairs Medical Center,15
UTHealth Harris County Psychiatric Center,6
Huntsville Memorial Hospital,7
Baylor Scott & White Medical Center-Irving,11
Encompass Health Rehabilitation Hospital of Humble,2
Iraan General Hospital,1
Faith Community Hospital,0
Memorial Hermann Northeast,4
UT Health Jacksonville,3
CHRISTUS Southeast Texas Jasper Memorial,3
Texas Health Presbyterian Hospital Kaufman,1
Methodist Hospital Atascosa,0
Kimble Hospital,0
Texas Health Huguley Hospital Fort Worth South,6
Winkler County Memorial Hospital,4
Otto Kaiser Memorial Hospital,0
Memorial Hermann Katy Hospital,8
Baylor Scott & White Medical Center - Lake Pointe,0
Peterson Health,4
Cypress Creek Hospital,4
AdventHealth Central Texas,3
CHRISTUS Spohn Hospital Kleberg,3
Knox County Hospital,0
Medical Arts Hospital,1
AdventHealth Rollins Brook,2
Doctors Hospital of Laredo,2
Laredo Medical Center,0
Covenant Hospital-Levelland,0
Medical City Lewisville,9
Liberty Dayton Regional Medical Center,1
Lamb Healthcare Center,1
St. Luke's Health - Memorial Livingston,0
Midcoast Central - Llano,0
W. J. Mangold Memorial Hospital,0
Longview Regional Medical Center,11
St. David's Round Rock Medical Center,2
Covenant Medical Center,2
University Medical Center TX,5
Grace Surgical Hospital,4
Woodland Heights Medical Center,1
CHI St. Luke's Health Memorial Lufkin,0
Ascension Seton Edgar B. Davis Hospital,0
CHI St. Joseph Health Madison Hospital,0
Falls Community Hospital and Clinic,1
CHRISTUS Good Shepherd Medical Center-Marshall,0
McCamey County Hospital District,0
Parkview Regional Hospital,0
Mission Regional Medical Center,2
Ward Memorial Hospital,0
Cochran Memorial Hospital,0
Palo Pinto General Hospital,0
Titus Regional Medical Center,3
Muenster Memorial Hospital,0
Muleshoe Area Medical Center,1
Nacogdoches Memorial Hospital,5
Nacogdoches Medical Center,2
CHI St. Joseph Health Grimes Hospital,0
Nocona General Hospital,0
Medical Center Health System,9
Odessa Regional Medical Center,1
Olney Hamilton Hospital,0
Palacios Community Medical Center,0
Palestine Regional Medical Center-East,0
Pampa Regional Medical Center,1
HCA Houston Healthcare Southeast,6
Frio Regional Hospital,0
Reeves Regional Health,1
Ochiltree General Hospital,1
UT Health Pittsburg,2
Covenant Hospital Plainview,0
UT Health Quitman,3
Memorial Medical Center TX,0
Medical City Plano,3
Hardeman County Memorial Hospital,0
Rankin County Hospital District,0
Refugio County Memorial Hospital,0
Methodist Richardson Medical Center,3
OakBend Medical Center,4
Starr County Memorial Hospital,0
Fisher County Hospital District,0
Rusk State Hospital,1
River Crest Hospital,0
Encompass Health Rehabilitation Hospital of San Antonio,2
Warm Springs Rehabilitation Hospital of San Antonio,4
University Health,22
San Antonio State Hospital,0
Clarity Child Guidance Center,5
Texas Center for Infectious Disease,0
CHRISTUS Santa Rosa Health System,23
Methodist Hospital,12
CHI St. Luke's Health Memorial San Augustine,0
CHRISTUS Santa Rosa Hospital - San Marcos,0
Laurel Ridge Treatment Center,1
Guadalupe Regional Medical Center,0
Memorial Hospital,1
Seymour Hospital,1
Shamrock General Hospital,0
Wilson N. Jones Regional Medical Center,3
Ascension Seton Smithville,1
Cogdell Memorial Hospital,0
Lillian M. Hudspeth Memorial Hospital,0
Hansford Hospital,0
Texas Health Harris Methodist Hospital Stephenville,0
CHRISTUS Mother Frances Hospital - Sulphur Springs,2
Sweeny Community Hospital,1
Rolling Plains Memorial Hospital,2
Lynn County Hospital District,0
Baylor Scott & White Medical Center - Taylor,3
Baylor Scott & White Medical Center - Temple,2
Terrell State Hospital,1
Wadley Regional Medical Center,5
Throckmorton County Memorial Hospital,0
Swisher Memorial Healthcare System,0
UT Health North Campus Tyler,0
HCA Houston Healthcare Tomball,3
CHRISTUS Mother Frances Hospital - Tyler,13
Uvalde Memorial Hospital,0
Culberson Hospital,0
Wilbarger General Hospital,1
Citizens Medical Center TX,1
DeTar Healthcare System,0
North Texas State Hospital,2
Baylor Scott & White Medical Center - Hillcrest,2
Ascension Providence,4
Medical City Weatherford,0
Collingsworth General Hospital,3
Knapp Medical Center,0
Parkview Hospital,0
Hickory Trail Hospital,0
"Red River Hospital, LLC",5
"North Texas State Hospital, Wichita Falls Campus",0
North Runnels Hospital,0
Tyler County Hospital,1
Yoakum Community Hospital,0
Rio Grande Regional Hospital,1
Memorial Hermann Sugar Land Hospital,1
Comanche County Medical Center,0
Lake Granbury Medical Center,0
Sabine County Hospital,0
Kerrville State Hospital,4
Martin County Hospital District,0
CHRISTUS Mother Frances Hospital - Winnsboro,0
Benefis Health System,5
Big Sandy Medical Center,0
Pioneer Medical Center,0
Logan Health,1
Great Falls Clinic Hospital,3
Community Hospital of Anaconda,4
Fallon Medical Complex,0
Billings Clinic,20
SCL Health MT - St. Vincent Healthcare,18
Bozeman Health Deaconess Regional Medical Center,4
Blackfeet Community Hospital,0
SCL Health MT - St. James Healthcare,7
Logan Health Chester,1
Benefis Teton Medical Center,0
Stillwater Billings Clinic,0
Logan Health - Conrad,0
Crow/Northern Cheyenne Hospital,0
Advanced Care Hospital of Montana,0
Roosevelt Medical Center,1
Logan Health - Cut Bank,0
Deer Lodge Medical Center,2
Barrett Hospital & HealthCare,0
Dahl Memorial Healthcare Association,1
Madison Valley Medical Center,4
Rosebud Health Care Center,0
Missouri River Medical Center,0
Fort Harrison VA Medical Center,0
Frances Mahon Deaconess Hospital,1
Glendive Medical Center,4
Bitterroot Health - Daly Hospital,1
Big Horn Hospital,0
Fort Belknap Service Unit,0
Wheatland Memorial Healthcare,0
Northern Montana Hospital,0
St. Peter's Health,6
Shodair Children's Hospital,3
Garfield County Health Center,1
Central Montana Medical Center,1
Cabinet Peaks Medical Center,1
Livingston HealthCare,0
Bozeman Health Big Sky Medical Center,0
Phillips County Hospital,0
Holy Rosary Healthcare,4
Community Medical Center MT,6
Providence St. Patrick Hospital,8
Granite County Medical Center,0
Clark Fork Valley Hospital,0
Sheridan Memorial Hospital MT,1
Providence St. Joseph Medical Center,3
Poplar Community Hospital,2
Beartooth Billings Clinic,0
St. Luke Community Healthcare,1
Roundup Memorial Healthcare,0
Daniels Memorial Healthcare Center,2
Sidney Health Center,0
Prairie County Hospital District,0
Billings Clinic Broadwater,0
Montana State Hospital,0
Logan Health - Whitefish,2
Trinity Hospital MT,1
McCone County Health Center,0
Logan Health Shelby,0
Ruby Valley Medical Center,0
Mineral Community Hospital,0
Mountainview Medical Center,1
The Rehabilitation Hospital of Montana,0
St. Luke's Wood River Medical Center,1
Portneuf Medical Center,13
Mountain View Hospital ID,5
Northwest Specialty Hospital,11
Treasure Valley Hospital,9
Power County Hospital District,0
Lost Rivers Medical Center,0
Lifeways Behavioral Hospital,4
Bingham Memorial Hospital,0
Grove Creek Medical Center,1
Northern Idaho Advanced Care Hospital,1
State Hospital South,1
Intermountain Hospital,17
St. Luke's Rehabilitation Hospital ID,10
Saint Alphonsus Regional Medical Center,17
St. Luke's Boise Medical Center,18
Boise VA Medical Center,8
Boundary Community Hospital,1
Cassia Regional Hospital,4
West Valley Medical Center,6
Cascade Medical Center,0
Kootenai Health,13
St. Mary's Health,1
Teton Valley Health Care,0
Valor Health,0
Vibra Hospital of Boise,4
North Canyon Medical Center,0
Syringa Hospital and Clinics,1
Eastern Idaho Regional Medical Center,10
St. Luke's Jerome,0
Shoshone Medical Center,0
St. Joseph Regional Medical Center,3
Nell J. Redfield Memorial Hospital,0
St. Luke's McCall,2
Bear Lake Memorial Hospital,1
Gritman Medical Center,4
St. Luke's Elmore,0
Saint Alphonsus Medical Center - Nampa,13
Clearwater Valley Health,1
State Hospital North,0
Franklin County Medical Center,0
MadisonHealth,0
Minidoka Memorial Hospital,3
Benewah Community Hospital,3
Steele Memorial Medical Center,2
Bonner General Health,5
Caribou Medical Center,0
St. Luke's Magic Valley Medical Center,2
"Saint Alphonsus Regional Rehabilitation Hospital, an affiliate of Encompass Health",9
Weiser Memorial Hospital,3
Rehabilitation Hospital of the Northwest,1
St. Luke's Nampa,1
Cottonwood Creek Behavioral Hospital,4
Idaho Falls Community Hospital,0
Cheyenne Regional Medical Center,7
Elkhorn Valley Rehabilitation Hospital,2
Star Valley Health,5
Wyoming Behavioral Institute,4
Johnson County Healthcare Center,0
Wyoming Medical Center,23
Cheyenne VA Medical Center,6
Cody Regional Health,0
Memorial Hospital of Converse County,2
Evanston Regional Hospital,0
Wyoming State Hospital,6
Campbell County Health,0
Three Rivers Health,0
St. John's Health,0
South Lincoln Medical Center,1
Ivinson Memorial Hospital,4
North Big Horn Hospital District,0
Niobrara Community Hospital,0
Weston County Health Services,4
Powell Valley Health Care,1
Memorial Hospital of Carbon County,1
Memorial Hospital of Sweetwater County,2
SageWest Health Care,2
Sheridan Memorial Hospital WY,1
Sheridan VA Medical Center,0
Crook County Medical Services District,0
Hot Springs County Memorial Hospital,0
Community Hospital WY,3
Platte County Memorial Hospital,0
Washakie Medical Center,3
Summit Medical Center WY,4
Aspen Mountain Medical Center,0
North Platte Valley Medical Center,0
Penrose-St. Francis Health Services,0
San Luis Valley Health,4
PAM Specialty Hospital of Denver,25
Lutheran Medical Center,3
Spalding Rehabilitation Hospital,17
Medical Center of Aurora,8
Colorado Mental Health Institute at Fort Logan,3
Mercy Regional Medical Center CO,1
UCHealth Poudre Valley Hospital,8
Rio Grande Hospital,0
Aspen Valley Hospital,1
Good Samaritan Medical Center CO,4
AdventHealth Parker,11
Sky Ridge Medical Center,15
Kindred Hospital-Aurora,24
Encompass Health Rehabilitation Hospital of Colorado Springs,8
Animas Surgical Hospital,2
AdventHealth Avista,2
St. Anthony Summit Medical Center,0
UCHealth Medical Center of the Rockies,2
Northern Colorado Rehabilitation Hospital,2
Northern Colorado Long Term Acute Hospital,2
UCHealth Pikes Peak Regional Hospital,0
Highlands Behavioral Health System,20
Boulder Community Health,9
Pagosa Springs Medical Center,8
Centennial Peaks Hospital,2
Intermountain Health Platte Valley Hospital,5
East Morgan County Hospital,0
Kit Carson County Memorial Hospital,0
Evans U. S. Army Community Hospital,1
St. Thomas More Hospital,1
Keefe Memorial Hospital,0
Cedar Springs Hospital,6
UCHealth Memorial Hospital,3
Southwest Health System,1
Memorial Regional Health,0
Peak View Behavioral Health,4
Delta Health,0
Children's Hospital Colorado,10
Denver Health,72
National Jewish Health,30
Rose Medical Center,7
AdventHealth Porter,7
Presbyterian/St. Luke's Medical Center,27
St. Anthony Hospital CO,10
Saint Joseph Hospital,37
West Springs Hospital,16
Encompass Health Rehabilitation Hospital of Littleton,4
University of Colorado Hospital,227
Denver Regional Rehabilitation Hospital,39
Banner Fort Collins Medical Center,7
North Suburban Medical Center,23
Rocky Mountain Regional VA Medical Center,20
Kindred Hospital-Denver,23
Vibra Hospital of Denver,40
Reunion Rehabilitation Hospital Denver,11
PAM Health Rehabilitation Hospital of Westminster,0
Federal Correctional Institute Hospital,1
Swedish Medical Center,14
Estes Park Health,0
St. Elizabeth Hospital CO,6
Family Health West,4
Valley View Hospital,6
Intermountain Health St. Mary's Regional Hospital,2
Grand Junction VA Medical Center,3
Banner North Colorado Medical CenterNorth Colorado Medical Center,4
Gunnison Valley Health,4
Haxtun Hospital District,0
Melissa Memorial Hospital,0
Sedgwick County Health Center,0
San Luis Valley Health Conejos County Hospital,0
Arkansas Valley Regional Medical Center,0
Craig Hospital,15
Prowers Medical Center,0
Longmont United Hospital,2
St. Vincent Health,3
Banner McKee Medical Center,1
Pioneers Medical Center,0
Montrose Regional Health,3
AdventHealth Littleton,8
Colorado Mental Health Institute at Pueblo,1
St. Mary-Corwin Medical Center,1
Parkview Medical Center,9
Rangely District Hospital,0
Grand River Hospital District,0
Heart of the Rockies Regional Medical Center,2
Southeast Colorado Hospital District,1
UCHealth Yampa Valley Medical Center,1
Sterling Regional MedCenter,2
Mt. San Rafael Hospital,3
Vail Health,13
Spanish Peaks Regional Health Center and Veterans Community Living Center,1
St. Anthony North Hospital,8
Wray Community District Hospital,1
Yuma District Hospital,0
Weisbrod Memorial County Hospital,0
Community Hospital CO,0
Lincoln Health,0
Middle Park Health-Kremmling,1
OrthoColorado Hospital,10
AdventHealth Castle Rock,1
UCHealth Broomfield Hospital,12
UCHealth Grandview Hospital,9
UCHealth Longs Peak Hospital,0
Denver Springs,4
UCHealth Greeley,5
UCHealth Highlands Ranch Hospital,2
Reunion Rehabilitation Hospital Inverness,0
Children's Hospital Colorado - Colorado Springs,0
Kindred Hospital-Albuquerque,20
Eastern New Mexico Medical Center,0
Gerald Champion Regional Medical Center,3
New Mexico Rehabilitation Center,2
Plains Regional Medical Center,1
MountainView Regional Medical Center,0
Roosevelt General Hospital,2
Peak Behavioral Health Services,1
AMG Specialty Hospital-Albuquerque,25
Rehabilitation Hospital of Southern New Mexico,1
Advanced Care Hospital of Southern New Mexico,1
Lovelace Regional Hospital - Roswell,4
University of New Mexico Hospitals,16
Presbyterian Hospital,24
Lovelace Medical Center,19
Lovelace Westside Hospital,5
Raymond G. Murphy Department of Veterans Affairs Medical Center,7
Artesia General Hospital,0
Carlsbad Medical Center,2
Union County General Hospital,0
U. S. Public Health Service Indian Hospital NM,0
Mimbres Memorial Hospital,1
Presbyterian Espanola Hospital,1
Encompass Health Rehabilitation Hospital of Albuquerque,8
San Juan Regional Medical Center,1
Rehoboth McKinley Christian Health Care Services,0
Northern Navajo Medical Center,0
Cibola General Hospital,0
Covenant Health Hobbs Hospital,0
Sierra Vista Hospital NM,0
Memorial Medical Center NM,5
Alta Vista Regional Hospital,2
New Mexico Behavioral Health Institute at Las Vegas,0
Mesilla Valley Hospital,2
Nor-Lea Hospital District,0
Los Alamos Medical Center,1
Mescalero Public Health Service Indian Hospital,0
Miners' Colfax Medical Center,0
CHRISTUS St. Vincent Regional Medical Center,7
Lovelace UNM Rehabilitation Hospital,19
Haven Behavioral Senior Care of Albuquerque,10
PHS Santa Fe Indian Hospital,7
ClearSky Rehabilitation Hospital of Rio Rancho,2
Northern Navajo Medical Center NM,0
Central Desert Behavioral Health Hospital,11
Guadalupe County Hospital,0
Gila Regional Medical Center,1
Three Crosses Regional Hospital,9
Socorro General Hospital,0
Holy Cross Hospital NM,0
Dr. Dan C. Trigg Memorial Hospital,2
U. S. Public Health Service Indian Hospital NM 1,0
Acoma-Canoncito-Laguna Hospital,1
Lovelace Women's Hospital,17
Turquoise Lodge Hospital,9
Lincoln County Medical Center,2
Presbyterian Santa Fe Medical Center,1
Encompass Health Rehabilitation Hospital of Scottsdale,4
Sierra Tucson,0
Select Specialty Hospital-Phoenix,7
Encompass Health Valley of the Sun Rehabilitation Hospital,3
Benson Hospital,0
Banner Thunderbird Medical Center,11
Banner Desert Medical Center,17
Encompass Health Rehabilitation Institute of Tucson,3
Select Specialty Hospital - Tucson,5
Mayo Clinic Hospital in Arizona,6
TMC Health,7
Flagstaff Medical Center,4
Arizona Spine and Joint Hospital,4
Banner Casa Grande Medical Center,0
Banner Heart Hospital,13
Abrazo West Campus,7
Chandler Regional Medical Center,6
The CORE Institute Specialty Hospital,2
"Yuma Rehabilitation Hospital, an affiliation of Encompass Health and Yuma Regional Medical Center",3
Encompass Health Rehabilitation Hospital of Northwest Tucson,6
KPC Promise Hospital of Phoenix,6
Oro Valley Hospital,1
Banner Estrella Medical Center,7
Arizona Orthopedic Surgical Hospital,5
Verde Valley Medical Center,3
Banner Gateway Medical Center,10
Western Arizona Regional Medical Center,0
Valley View Medical Center,0
Mountain Vista Medical Center,9
Select Specialty Hospital-Phoenix Downtown,23
Mercy Gilbert Medical Center,12
Mountain Valley Regional Rehabilitation Hospital,2
HonorHealth Scottsdale Thompson Peak Medical Center,4
Banner Ironwood Medical Center,2
Tsehootsooi Medical Center,0
Navajo Health Foundation - Sage Memorial Hospital,0
Hopi Health Care Center,0
Kingman Regional Medical Center,4
Havasu Regional Medical Center,2
Cobre Valley Regional Medical Center,3
Banner Baywood Medical Center,13
Carondelet Holy Cross Hospital,0
La Paz Regional Hospital,2
Phoenix Children's,13
Page Hospital,1
U. S. Public Health Service Indian Hospital AZ,0
Banner Payson Medical Center,4
Arizona State Hospital,7
Abrazo Central Campus,11
Aurora Behavioral Health System West,5
Chinle Comprehensive Health Care Facility,1
St. Luke's Behavioral Health Center,17
Banner - University Medical Center Phoenix,22
HonorHealth John C. Lincoln Medical Center,4
Valleywise Health,11
U. S. Public Health Service Phoenix Indian Medical Center,8
Sonora Behavioral Health Hospital,6
City of Hope Phoenix,3
Banner Goldfield Medical Center,3
Valley Hospital Phoenix,5
St. Joseph's Hospital and Medical Center,12
Abrazo Arrowhead Campus,5
Carl T. Hayden Veterans' Administration Medical Center,12
Abrazo Scottsdale Campus,6
Dignity Health Yavapai Regional Medical Center,16
HonorHealth Deer Valley Medical Center,21
Huhukam Memorial Hospital,0
Banner Behavioral Health Hospital - Scottsdale,9
Mt. Graham Regional Medical Center,0
U. S. Public Health Service Indian Hospital-Sells,1
San Carlos Apache Healthcare Corporation,0
Summit Healthcare Regional Medical Center,5
White Mountain Regional Medical Center,2
HonorHealth Scottsdale Osborn Medical Center,22
Banner Boswell Medical Center,9
Canyon Vista Medical Center,2
Encompass Health Rehabilitation Hospital of East Valley,2
Tempe St. Luke's Hospital,12
HonorHealth Scottsdale Shea Medical Center,18
"CHG Hospital Tucson, LLC",9
Tuba City Regional Health Care Corporation,0
Banner Del E. Webb Medical Center,6
Haven Behavioral Hospital of Phoenix,8
Palo Verde Behavioral Health,2
Banner - University Medical Center South,8
Carondelet St. Joseph's Hospital,4
Dignity Health East Valley Rehabilitation Hospital,5
Rehabilitation Hospital of Northern Arizona,2
Dignity Health Arizona General Hospital,8
Avenir Behavioral Health Center,9
Banner Ocotillo Medical Center,0
Oasis Behavioral Health - Chandler,7
Carondelet St. Mary's Hospital,3
Banner Rehabilitation Hospital Phoenix,24
Copper Springs Hospital,4
Quail Run Behavioral Health,11
Cornerstone Behavioral Health El Dorado,0
Banner - University Medical Center Tucson,17
Tucson VA Medical Center,3
HonorHealth Sonoran Crossing Medical Center,0
Reunion Rehabilitation Hospital Peoria,0
Exceptional Community Hospital Maricopa,0
Bob Stump Department of Veterans Affairs Medical Center,3
U. S. Public Health Service Indian Hospital-Whiteriver,0
Wickenburg Community Hospital,0
Northern Cochise Community Hospital,0
Little Colorado Medical Center,0
PAM Health Specialty Hospital of Surprise,1
Yuma Regional Medical Center,1
Copper Queen Community Hospital,0
Northwest Medical Center AZ,4
Oasis Hospital,19
Guidance Center,4
Polara Health,6
CCC at PineView Hospital,0
Aurora Behavioral Health System East,6
HonorHealth Rehabilitation Hospital,10
PAM Health Rehabilitation Hospital of Surprise,1
Phoenix Medical Psychiatric Hospital,17
"Dignity Health Arizona General Hospital Mesa, LLC",1
Medical Behavioral Hospital of Northern Arizona,7
Northwest Medical Center Sahuarita,0
Dignity Health East Valley Rehabilitation Hospital - Gilbert,0
