From Current Year File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL HOSPITALS WITH SELECTED DATA FIELDS (FY2022 Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: AHA DataQuery™, FY2022/Current Year Data. Copyrighted and licensed by Health Forum LLC, an American Hospital Association company, Chicago, 2024.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List created by Alyssa Vincent on May 3, 2024, AHA Resource Center, (312) 422-2008, avincent@aha.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We used the most current information available, which includes 2022 data; some hospitals added since the 2022 survey was completed will not have complete data. Additionally, some hospitals may have closed and have been removed from the data.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,AHA ID,Medicare Provider ID,Hospital Name,Address,City,State,Zip,Area code,Local telephone number,Web address,Contract managed hospital,Management organization name,Management organization city,Management organization state,Community hospital designation for Stats,Census Bureau codes,County,Latitude,Longitude,Control / Ownership Type,Operates subsidiary corps.,Primary Service,System ID,System Name,System Address,System City,System State,System Zip,System phone,System Primary Contact,System Contact Title,Chief Admin. Name,Air ambulance services - hospital,Air ambulance services - health system,Air ambulance services - joint venture,Ambulance services,Ambulance services - health system,Ambulance services - joint venture,Trauma center certified level,Does your hospital/health system have a significant partnership with an insurer or an insurance company/health plan?,Total Capital Expenditures,Emergency medicine (TE),Hospitalist (TE),Intensivist (TE),Obstetrics/gynecology (TE),Other specialists (TE),Primary care (TE),Radiologists/pathologist/anesthesiologist (TE),Total Physicians (TE)
CY,6730830,370037,SSM Health St. Anthony Hospital - Oklahoma City,1000 North Lee Street,Oklahoma City,OK,73102-1080,405,2727000,http://www.saintsok.com,No,,,,Yes,40109,"Oklahoma, OK",35.4779,-97.5235,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5995455,SSM Health,12800 Corporate Hill Drive,Saint Louis,MO,63131-1845,(314)994-7800,Laura S. Kaiser,President and Chief Executive Officer,"Tammy Powell, President",No,No,No,Yes,No,No,Rural Trauma Hospital,No,23655487,0,0,20,23,72,65,5,185
CY,6730834,370106,INTEGRIS Southwest Medical Center,4401 South Western,Oklahoma City,OK,73109-3413,405,6367000,http://www.integrisok.com,No,,,,Yes,40109,"Oklahoma, OK",35.4227,-97.5302,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,5990305,INTEGRIS Health,3001 Quail Springs Parkway,Oklahoma City,OK,73134,(405)949-3177,Timothy T. Pehrson,President and Chief Executive Officer,"Kurt DeVaney, Chief Hospital Executive",No,No,Yes,No,No,Yes,Rural Trauma Hospital,No,12835273,0,50,50,3,118,11,0,232
CY,6730850,,Oklahoma City VA Medical Center,921 NE 13th Street,Oklahoma City,OK,73104-5028,405,4561000,http://www.oklahoma.va.gov,No,,,,No,40109,"Oklahoma, OK",35.4833,-97.4959,Govt. (federal) - Veterans' Affairs,No,General medical and surgical,5999295,Department of Veterans Affairs,810 Vermont Ave Northwest,Washington,DC,20420-0001,(202)273-5781,Robert Wilkie,Secretary,"Kristopher Wade Vlosich, Medical Center Director",No,No,No,No,No,No,,No,,23,27,15,1,142,54,31,293
CY,6730893,370057,Muscogee Creek Nation Medical Center,1401 Morris Drive,Okmulgee,OK,74447-6429,918,7564233,http://www.creekhealth.org/,No,,,,Yes,40111,"Okmulgee, OK",35.6104,-95.9533,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Tim Hicks, Administrator",No,No,No,Yes,No,No,Other,No,,0,0,0,0,0,0,0,0
CY,6730930,371309,Pawhuska Hospital,1101 East 15th Street,Pawhuska,OK,74056-1920,918,2873232,https://pawhuskahospital.com/,,,,,Yes,40113,"Osage, OK",36.6728,-96.3254,Govt. (non federal) - City,,General medical and surgical,,,,,,,,,,"Jason McBride, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6730947,370779,Stillwater Medical Perry,501 North 14th Street,Perry,OK,73077-5099,580,3363541,https://www.stillwater-medical.org/locations/stillwater-medical-perry,No,,,,Yes,40103,"Noble, OK",36.2885,-97.2996,Govt. (non federal) - Hospital district,No,Rural Emergency Hospital,,,,,,,,,,"Courtney Kozikuski, President & Chief Financial Officer",No,No,Yes,No,No,Yes,,No,,0,0,0,0,0,3,0,3
CY,6730960,370006,INTEGRIS Health Ponca City Hospital,1900 North 14th Street,Ponca City,OK,74601-2099,580,7653321,https://integrisok.com/locations/hospital/ponca-city-hospital,No,,,,Yes,40071,"Kay, OK",36.7247,-97.0684,Investor-owned; for-profit - Corporation,No,General medical and surgical,5990305,INTEGRIS Health,3001 Quail Springs Parkway,Oklahoma City,OK,73134,(405)949-3177,Timothy T. Pehrson,President and Chief Executive Officer,"Christopher Mendoza, Chief Executive Officer",No,No,Yes,No,No,Yes,Other,No,1544267,0,0,0,2,4,1,0,7
CY,6730962,371337,Eastern Oklahoma Medical Center,105 Wall Street,Poteau,OK,74953-4433,918,6478161,http://www.eomchospital.com,,,,,Yes,40079,"Le Flore, OK",35.0436,-94.6124,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"Tiffany Griffis, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6730965,371301,Prague Regional Memorial Hospital,1322 Klabzuba Avenue,Prague,OK,74864-9005,405,5674922,https://prague.hospital/,,,,,Yes,40081,"Lincoln, OK",35.4904,-96.6844,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Cheryl Watts, Administrator",,,,,,,,,,,,,,,,,
CY,6730975,370015,Hillcrest Hospital Pryor,111 North Bailey Street,Pryor,OK,74361-4201,918,8251600,http://www.hillcrestpryor.com/,No,,,,Yes,40097,"Mayes, OK",36.3084,-95.3044,Investor-owned; for-profit - Partnership,No,General medical and surgical,5990069,Ardent Health Services,"1 Burton Hills Boulevard, Suite 250",Nashville,TN,37215-6195,(615)296-3000,"Marty J Bonick, FACHE",President and Chief Executive Officer,"Jason L. Jones, Chief Executive Officer",No,No,No,No,No,Yes,,No,939146,,,,,,,,
CY,6730980,370158,Purcell Municipal Hospital,1500 North Green Avenue,Purcell,OK,73080-1699,405,5276524,http://www.purcellhospital.com,Yes,SSM Health,Oklahoma City,OK,Yes,40087,"McClain, OK",35.0289,-97.3646,Govt. (non federal) - City,No,General medical and surgical,,,,,,,,,,"Chris Wright, Chief Executive Officer and Chief Nursing Officer",No,No,No,No,No,No,,No,998255,0,0,0,0,0,0,0,0
CY,6730990,371312,Ascension St. John Sapulpa,1004 East Bryan Avenue,Sapulpa,OK,74066-4513,918,2244280,http://www.stjohnhealthsystem.com/sapulpa,No,,,,Yes,40037,"Creek, OK",35.9931,-96.101,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5990198,Ascension Healthcare,4600 Edmundson Road,Saint Louis,MO,63134,(314)733-8000,"Joseph R. Impicciche, JD, MHA",Chief Executive Officer,"Michael Christian, President",No,No,No,No,No,No,,Yes,478599,35,0,0,0,21,4,0,60
CY,6731000,370178,Memorial Hospital of Stilwell,1401 West Locust,Stilwell,OK,74960-3275,918,6963101,http://www.stilwellmemorialhospital.com,No,,,,Yes,40001,"Adair, OK",35.8085,-94.6384,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Jim Causon, President and Chief Executive Officer",No,No,No,No,No,No,,No,,,,,,,,,
CY,6731030,371336,Newman Memorial Hospital,905 South Main Street,Shattuck,OK,73858-9205,580,9382551,http://www.newmanmemorialhospital.org,Yes,Shattuck Authority Board,Shattuck,OK,Yes,40045,"Ellis, OK",36.2684,-99.8815,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Tom Vasko, Chief Executive Officer",No,No,No,No,No,No,Rural Trauma Hospital,No,,,,,,,,,
CY,6731065,371335,Haskell Regional Hospital,401 Northwest 'H' Street,Stigler,OK,74462-1625,918,6152150,https://haskellregionalhospital.com/,,,,,Yes,40061,"Haskell, OK",35.2613,-95.1289,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Michael Gerten, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6731080,370049,Stillwater Medical Center,1323 West Sixth Avenue,Stillwater,OK,74074-4399,405,3721480,http://www.stillwater-medical.org,No,,,,Yes,40119,"Payne, OK",36.1151,-97.0749,Govt. (non federal) - Hospital district,No,General medical and surgical,,,,,,,,,,"Denise Webber, President and Chief Executive Officer",No,No,Yes,No,No,No,Rural Trauma Hospital,No,18223186,0,5,5,5,27,21,2,65
CY,6731088,371316,Rural Wellness Stroud,Highway 66 West,Stroud,OK,74079,918,9683571,http://stroudhospital.com/,,,,,Yes,40081,"Lincoln, OK",35.7491,-96.659,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Ed Dyer, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6731089,371328,Arbuckle Memorial Hospital,2011 West Broadway Street,Sulphur,OK,73086-4221,580,6222161,http://www.arbucklehospital.com/,Yes,Preferred Management Leasing,Shawnee,OK,Yes,40099,"Murray, OK",34.5052,-96.9961,Govt. (non federal) - County,No,General medical and surgical,5995185,Mercy,"14528 South Outer 40, Suite 100",Chesterfield,MO,63017-5743,(314)579-6100,Stephen Mackin,President and Chief Executive Officer,"Jeremy A. Jones, Administrator",No,No,No,No,No,No,,No,1044415,0,0,0,0,0,3,0,3
CY,6731095,371332,Seiling Municipal Hospital,Highway 60 NE,Seiling,OK,73663,580,9227361,http://www.seilingmunicipalhospital.org/,,,,,Yes,40043,"Dewey, OK",36.1481,-98.9246,Govt. (non federal) - City,,General medical and surgical,,,,,,,,,,"Rachel Farrow, Administrator",,,,,,,,,,,,,,,,,
CY,6731120,370089,Northeastern Health System,1400 East Downing Street,Tahlequah,OK,74464-3324,918,4560641,http://nhs-ok.org/,No,,,,Yes,40021,"Cherokee, OK",35.9138,-94.9501,Govt. (non federal) - City,Yes,General medical and surgical,,,,,,,,,,"James T. Berry, Chief Executive Officer",No,No,Yes,Yes,No,No,Rural Trauma Hospital,No,2486158,0,7,1,0,25,3,0,36
CY,6731130,370171,Cherokee Nation W.W. Hastings Hospital,100 South Bliss Avenue,Tahlequah,OK,74464-2512,918,4583100,https://health.cherokee.org/health-center-and-hospital-locations/inpatient-care/,No,,,,No,40021,"Cherokee, OK",35.9118,-94.9504,Govt. (federal) - Public Service Other,No,General medical and surgical,,,,,,,,,,"Cindy Jo Martin, Senior Hospital Administrator",No,No,Yes,Yes,No,No,Rural Trauma Hospital,No,10609444,17,0,0,0,0,17,4,38
CY,6731150,370172,Choctaw Nation Health Care Center,1 Choctaw Way,Talihina,OK,74571-2022,918,5677000,http://www.cnhsa.com,,,,,No,40079,"Latimer, OK",34.7555,-95.0837,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Todd Hallmark, Executive Officer of Health Operations",,,,,,,,,,,,,,,,,
CY,6731160,371304,Mercy Hospital Tishomingo,1000 South Byrd Street,Tishomingo,OK,73460-3299,580,3712327,http://www.mercy.net/,No,,,,Yes,40069,"Johnston, OK",34.2242,-96.6759,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5995185,Mercy,"14528 South Outer 40, Suite 100",Chesterfield,MO,63017-5743,(314)579-6100,Stephen Mackin,President and Chief Executive Officer,"Lori McMillin, Administrator",No,No,Yes,No,No,Yes,Other,No,336001,0,0,0,0,0,0,0,0
CY,6731180,370001,Hillcrest Medical Center,1120 South Utica Avenue,Tulsa,OK,74104-4090,918,5791000,http://www.hillcrestmedicalcenter.com,No,,,,Yes,40143,"Tulsa, OK",36.1471,-95.9681,Investor-owned; for-profit - Corporation,No,General medical and surgical,5990069,Ardent Health Services,"1 Burton Hills Boulevard, Suite 250",Nashville,TN,37215-6195,(615)296-3000,"Marty J Bonick, FACHE",President and Chief Executive Officer,"Xavier Villarreal, Chief Executive Officer",No,No,No,No,No,No,Rural Trauma Hospital,No,9840313,0,0,10,8,94,13,0,125
CY,6731215,370091,Saint Francis Hospital OK,6161 South Yale Avenue,Tulsa,OK,74136-1902,918,4942200,http://www.saintfrancis.com,No,,,,Yes,40143,"Tulsa, OK",36.0727,-95.9199,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,5990254,Saint Francis Health System,6161 South Yale Avenue,Tulsa,OK,74136-1902,(918)494-8454,"Cliff Robertson, MD",President and Chief Executive Officer,"Douglas Williams, President",No,No,Yes,Yes,No,Yes,Regional Resource Trauma Center,No,117541507,0,90,30,13,159,33,0,325
CY,6731220,370114,Ascension St. John Medical Center,1923 South Utica Avenue,Tulsa,OK,74104-6502,918,7442345,https://healthcare.ascension.org/Locations/Oklahoma/OKTUL/Tulsa-Ascension-St-John-Medical-Center,No,,,,Yes,40143,"Tulsa, OK",36.1336,-95.9656,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5990198,Ascension Healthcare,4600 Edmundson Road,Saint Louis,MO,63134,(314)733-8000,"Joseph R. Impicciche, JD, MHA",Chief Executive Officer,"Bryanie Swilley, Interim Ministry Market Executive",No,No,Yes,No,No,No,Community Trauma Center,Yes,18092466,19,0,0,0,61,28,0,108
CY,6731235,374021,Parkside Psychiatric Hospital and Clinic,1619 East 13th Street,Tulsa,OK,74120-5407,918,5822131,http://www.parksideinc.org,,,,,No,40143,"Tulsa, OK",36.1456,-95.9689,Nongovt. (not-for-profit) - Other,,Psychiatric,,,,,,,,,,"Jim Serratt, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6731238,370237,Saint Francis Hospital Vinita,735 North Foreman Street,Vinita,OK,74301-1418,918,2567551,https://www.saintfrancis.com/vinita/Pages/default.aspx,No,,,,Yes,40035,"Craig, OK",36.6532,-95.1559,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990254,Saint Francis Health System,6161 South Yale Avenue,Tulsa,OK,74136-1902,(918)494-8454,"Cliff Robertson, MD",President and Chief Executive Officer,"Melinda Culp, Executive Director",No,No,No,No,Yes,Yes,Rural Trauma Hospital,No,4681192,0,0,0,0,39,2,0,41
CY,6731240,,Oklahoma Forensic Center,24800 South 4420 Road,Vinita,OK,74301-5544,918,2567841,http://www.odmhsas.org,No,,,,No,40035,"Craig, OK",36.6593,-95.1244,Govt. (non federal) - State,No,Psychiatric,5990018,Oklahoma Department of Mental Health and Substance Abuse Services,1200 NE 13th Street,Oklahoma City,OK,73117-1022,(405)522-3908,Carrie Slatton-Hodges,Commissioner,"Debbie Moran, Executive Director",No,No,No,No,No,No,,No,,0,0,0,0,0,0,0,0
CY,6731245,374012,Brookhaven Hospital,201 South Garnett Road,Tulsa,OK,74128-1805,918,4384257,http://www.brookhavenhospital.com,No,,,,No,40143,"Tulsa, OK",36.1582,-95.8494,Investor-owned; for-profit - Corporation,No,Psychiatric,,,,,,,,,,"Thomas W. Brown, Chief Executive Officer",No,No,No,No,No,No,,No,170668,0,0,0,0,0,0,0,0
CY,6731255,370166,Wagoner Community Hospital,1200 West Cherokee Street,Wagoner,OK,74467-4624,918,4855514,http://www.wagonerhospital.com,No,,,,Yes,40145,"Wagoner, OK",35.9611,-95.3926,Govt. (non federal) - Hospital district,No,General medical and surgical,,,,,,,,,,"Jimmy Leopard, Chief Executive Officer",No,No,No,No,No,No,,No,2570976,4,0,0,0,2,3,0,9
CY,6731260,371302,Mercy Hospital Watonga,500 North Clarence Nash Boulevard,Watonga,OK,73772-2845,580,6237211,http://www.mercy.net/watongaok/practice/mercy-hospital-watonga,No,,,,Yes,40011,"Blaine, OK",35.8494,-98.4186,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5995185,Mercy,"14528 South Outer 40, Suite 100",Chesterfield,MO,63017-5743,(314)579-6100,Stephen Mackin,President and Chief Executive Officer,"Bobby Stitt, Administrator",No,No,No,No,No,No,Other,No,604115,0,0,0,0,0,0,0,0
CY,6731265,374020,Laureate Psychiatric Clinic and Hospital,6655 South Yale Avenue,Tulsa,OK,74136-3329,918,4814000,http://www.laureate.com,No,,,,No,40143,"Tulsa, OK",36.0663,-95.9172,Nongovt. (not-for-profit) - Other,No,Psychiatric,5990254,Saint Francis Health System,6161 South Yale Avenue,Tulsa,OK,74136-1902,(918)494-8454,"Cliff Robertson, MD",President and Chief Executive Officer,"Kenneth Moore, President",No,No,No,No,Yes,No,,No,4548450,6,0,0,0,19,0,0,25
CY,6731275,371311,Jefferson County Hospital OK,Highway 70 and 81,Waurika,OK,73573-3075,580,2282344,https://www.duncanregional.com/jefferson-county-hospital/,Yes,Duncan Regional Hospital,Duncan,OK,Yes,40067,"Jefferson, OK",34.1584,-97.982,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5991027,DRH Health,1407 North Whisenant Drive,Duncan,OK,73533-1650,(580)252-5300,"Jay R. Johnson, FACHE",President and Chief Executive Officer,"JP Edgar, President",No,No,No,No,No,No,,No,,5,6,0,0,0,1,0,12
CY,6731283,371323,Weatherford Regional Hospital,3701 East Main Street,Weatherford,OK,73096-3309,580,7725551,http://www.weatherfordhospital.com,Yes,SSM Healthcare of Oklahoma,Oklahoma City,OK,Yes,40039,"Custer, OK",35.5393,-98.6622,Govt. (non federal) - Hospital district,No,General medical and surgical,5995455,SSM Health,12800 Corporate Hill Drive,Saint Louis,MO,63131-1845,(314)994-7800,Laura S. Kaiser,President and Chief Executive Officer,"Darin Farrell, Chief Executive Officer",No,No,No,No,No,No,Other,No,958676,1,0,0,1,0,2,0,4
CY,6731290,370002,INTEGRIS Health Woodward Hospital,900 17th Street,Woodward,OK,73801-2448,580,2565511,https://integrisok.com/locations/hospital/woodward-hospital,,,,,Yes,40153,"Woodward, OK",36.4378,-99.4,Investor-owned; for-profit - Corporation,,General medical and surgical,5990305,INTEGRIS Health,3001 Quail Springs Parkway,Oklahoma City,OK,73134,(405)949-3177,Timothy T. Pehrson,President and Chief Executive Officer,"John Brown, Interim Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6739105,370112,Northeastern Health System Sequoyah,213 East Redwood Street,Sallisaw,OK,74955-2811,918,7741100,http://pmtc.ok.gov/sequoyah-memorial-hospital-sallisaw-ok,Yes,NHS,Tahlequah,OK,Yes,40135,"Sequoyah, OK",35.4635,-94.7858,Govt. (non federal) - Hospital district,No,General medical and surgical,,,,,,,,,,"Stephanie Six, Chief Executive Officer",No,No,No,No,No,No,Rural Trauma Hospital,No,,,,,,,,,
CY,6739125,370078,Oklahoma State University Medical Center,744 West Ninth Street,Tulsa,OK,74127-9020,918,5991000,http://www.osumc.com,Yes,Saint Francis Health System,Tulsa,OK,Yes,40143,"Tulsa, OK",36.1466,-96,Govt. (non federal) - City,No,General medical and surgical,5990254,Saint Francis Health System,6161 South Yale Avenue,Tulsa,OK,74136-1902,(918)494-8454,"Cliff Robertson, MD",President and Chief Executive Officer,"Finny Mathew, President",No,No,No,No,No,No,Rural Trauma Hospital,No,,,,,,,,,
CY,6739137,374025,Oakwood Springs,13101 Memorial Springs Court,Oklahoma City,OK,73114-2226,405,4383000,http://www.oakwoodsprings.com/,No,,,,No,40109,"Oklahoma, OK",35.6023,-97.5278,Investor-owned; for-profit - Corporation,No,Psychiatric,5991037,Springstone,"101 South Fifth Street, Suite 3850",Louisville,KY,40202-3127,(855)595-2292,Phil Spencer,Chief Executive Officer,"Amir Khan, Chief Executive Officer",No,No,No,No,No,No,,No,,0,0,0,0,2,0,0,2
CY,6739138,372023,Muscogee Creek Nation Physical Rehabilitation Center,1401 Morris Drive,Okmulgee,OK,74447-6429,918,7564233,,No,,,,No,40111,"Okmulgee, OK",35.6104,-95.9533,Nongovt. (not-for-profit) - Other,No,Acute Long-Term Care,,,,,,,,,,"Tim Hicks, Administrator",No,No,No,No,No,No,,No,,0,0,0,0,0,0,0,0
CY,6739139,373035,PAM Health Rehabilitation Hospital of Tulsa,10020 East 91st Street,Tulsa,OK,74133,918,8932400,http://www.warmsprings.org/our-facilities/outpatient-rehabilitation,Yes,Post Acute Medical,Enola,PA,Yes,40143,"Tulsa, OK",36.0307,-95.865,Investor-owned; for-profit - Corporation,No,Rehabilitation,5990617,PAM Health,"1828 Good Hope Road, Suite 102",Enola,PA,17025-1233,(717)731-9660,Anthony F Misitano,"Founder, Chairman and Chief Executive Officer","Thomas Biby, Chief Executive Officer",No,No,No,No,No,No,,No,1890487,0,0,0,0,0,0,0,0
CY,6739140,370240,INTEGRIS Health Community Hospital At Council Crossing,9417 North Council Road,Oklahoma City,OK,73162-6228,405,5003280,https://www.integriscommunityhospital.com/locations/council-crossing/,Yes,Emerus,The Woodlands,TX,Yes,40109,"Oklahoma, OK",35.5653,-97.6568,Investor-owned; for-profit - Partnership,No,General medical and surgical,5990879,Emerus,"8686 New Trails Drive, Suite 100",The Woodlands,TX,77381-1195,(281)292-2450,Victor Schmerbeck,Chief Executive Officer,"Christopher McAuliffe, Market Chief Executive Officer",No,No,No,No,No,Yes,,No,381564,0,0,0,0,0,0,0,0
CY,6739142,374026,Tulsa Center for Behavioral Health,2323 South Harvard Ave,Tulsa,OK,74114-3301,918,2932140,https://www.ok.gov/odmhsas/,No,,,,No,40143,"Tulsa, OK",36.1288,-95.9387,Govt. (non federal) - State,No,Psychiatric,,,,,,,,,,"Autumn Jesse Nickelson, Executive Director",No,No,No,No,No,No,,No,,0,0,0,0,8,0,0,8
CY,6739143,370243,Valley Community Hospital,100 Valley Drive,Pauls Valley,OK,73075-6613,405,8665100,https://spmcgchospital.com/,,,,,Yes,40049,"Garvin, OK",34.7203,-97.2149,Investor-owned; for-profit - Corporation,,General medical and surgical,,,,,,,,,,"Cathy Hatton, Interim Chief Hospital Executive",,,,,,,,,,,,,,,,,
CY,6739144,373039,"Ascension St. John Rehabilitation Hospital, an affiliate of Encompass Health - Owasso",13402 E 86th Street North,Owasso,OK,74055-8767,918,4013100,https://encompasshealth.com/locations/stjohnrehab-owasso,,,,,,40143,"Tulsa, OK",,,Investor-owned; for-profit - Corporation,,Rehabilitation,5990023,Encompass Health Corporation,9001 Liberty Parkway,Birmingham,AL,35242-7509,(205)967-7116,Mark J Tarr,President and Chief Executive Officer,"Harlo McCall, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6739145,373038,Oklahoma City Rehabilitation Hospital,10240 Broadway Extension,Oklahoma City,OK,73114-6309,405,9008850,https://www.oklahomacity-rehab.com/about-okc-rehab,,,,,,40109,"Oklahoma, OK",,,Investor-owned; for-profit - Corporation,,Rehabilitation,5991127,Nobis Rehabilitation Partners,"450 Century Parkway, Suite 220",Allen,TX,75013-8135,(469)640-6500,Chester Crouch,Founder & President,"Stacie Goyne, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6740002,452018,Texas Health Specialty Hospital,"1301 Pennsylvania Avenue, 4th Floor",Fort Worth,TX,76104-2190,817,2505500,https://www.texashealth.org/texas-health-specialty-hospital/,No,,,,No,48439,"Tarrant, TX",32.7373,-97.3391,Nongovt. (not-for-profit) - Church Operated,No,Acute Long-Term Care,5990129,Texas Health Resources,"612 East Lamar Boulevard, Suite 900",Arlington,TX,76011-4130,(682)236-7900,Barclay E. Berdan,Chief Executive Officer,"Barclay E. Berdan, Chief Executive Officer",No,No,Yes,No,No,No,,Yes,,0,0,0,0,0,0,0,0
CY,6740003,453042,Encompass Health Rehabilitation Hospital of City View,6701 Oakmont Boulevard,Fort Worth,TX,76132-2957,817,3704700,https://encompasshealth.com/cityviewrehab,No,,,,Yes,48439,"Tarrant, TX",32.662,-97.4127,Investor-owned; for-profit - Corporation,No,Rehabilitation,5990023,Encompass Health Corporation,9001 Liberty Parkway,Birmingham,AL,35242-7509,(205)967-7116,Mark J Tarr,President and Chief Executive Officer,"Kyllan Cody, Chief Executive Officer",No,No,No,No,No,Yes,,No,1174559,0,0,0,0,0,0,0,0
CY,6740012,452016,Kindred Hospital-San Antonio,3636 Medical Drive,San Antonio,TX,78229-2183,210,6160616,https://www.kindredhospitals.com/locations/ltac/kindred-hospital-san-antonio,No,,,,Yes,48029,"Bexar, TX",29.5225,-98.5565,Investor-owned; for-profit - Corporation,No,Acute Long-Term Care,5991096,ScionHealth,680 South Fourth Street,Louisville,KY,40202-2407,(502)596-7300,Robert F. Jay,Chief Executive Officer,"Tarra Washington, Chief Executive Officer",No,No,No,No,No,Yes,,No,325976,,,,,,,,
CY,6740015,453048,PAM Rehabilitation Hospital of Beaumont,3340 Plaza 10 Boulevard,Beaumont,TX,77707-2551,409,8350835,http://www.postacutemedical.com/our-facilities/outpatient-rehabilitation/rehabilitation-hospital-beaumont/,No,,,,Yes,48245,"Jefferson, TX",30.0776,-94.1379,Investor-owned; for-profit - Corporation,No,Rehabilitation,5990617,PAM Health,"1828 Good Hope Road, Suite 102",Enola,PA,17025-1233,(717)731-9660,Anthony F Misitano,"Founder, Chairman and Chief Executive Officer","Randy Thompson, Chief Executive Officer",No,No,No,No,No,No,,No,68383,,,,,,,,
CY,6740016,453040,Encompass Health Rehabilitation Hospital of Arlington,3200 Matlock Road,Arlington,TX,76015-2911,817,4684000,http://www.healthsoutharlington.com,No,,,,Yes,48439,"Tarrant, TX",32.6936,-97.1177,Investor-owned; for-profit - Corporation,No,Rehabilitation,5990023,Encompass Health Corporation,9001 Liberty Parkway,Birmingham,AL,35242-7509,(205)967-7116,Mark J Tarr,President and Chief Executive Officer,"Tyrrell Taplin, Chief Executive Officer",No,No,No,No,No,No,,No,1131881,0,0,0,0,0,0,0,0
CY,6740018,673054,Encompass Health Rehabilitation Hospital of Austin,330 West Ben White Boulevard,Austin,TX,78704,512,7304800,http://www.healthsouthaustin.com,No,,,,Yes,48453,"Travis, TX",30.2259,-97.7663,Investor-owned; for-profit - Corporation,No,Rehabilitation,5990023,Encompass Health Corporation,9001 Liberty Parkway,Birmingham,AL,35242-7509,(205)967-7116,Mark J Tarr,President and Chief Executive Officer,"Lauren Suarez, Chief Executive Officer",No,No,No,No,No,No,,No,843621,0,0,0,0,0,0,0,0
CY,6740019,454114,Cedar Crest Hospital and Residential Treatment Center,3500 I-35 South,Belton,TX,76513,254,9392100,http://www.cedarcresthospital.com,No,,,,No,48027,"Bell, TX",31.0209,-97.4757,Investor-owned; for-profit - Corporation,No,Children's psychiatric,,,,,,,,,,"Brady Serafin, Chief Executive Officer",No,No,No,No,No,No,,No,659812,0,0,0,0,0,0,0,0
CY,6740020,450229,Hendrick Medical Center,1900 Pine Street,Abilene,TX,79601-2432,325,6702000,http://www.ehendrick.org,No,,,,Yes,48441,"Taylor, TX",32.4709,-99.7306,Nongovt. (not-for-profit) - Church Operated,Yes,General medical and surgical,5999997,Hendrick Health System,1900 Pine Street,Abilene,TX,79601-2432,(325)670-2000,Brad D. Holland,President and Chief Executive Officer,"Brad D. Holland, President and Chief Executive Officer",No,No,No,No,No,No,Rural Trauma Hospital,No,31472872,0,2,1,9,82,24,2,120
CY,6740025,450403,Medical City McKinney,4500 Medical Center Drive,McKinney,TX,75069-1650,972,5478000,http://www.medicalcenterofmckinney.com,No,,,,Yes,48085,"Collin, TX",33.1597,-96.6371,Investor-owned; for-profit - Partnership,No,General medical and surgical,5990048,HCA Healthcare,1 Park Plaza,Nashville,TN,37203-1548,(615)344-5248,Samuel Hazen,President and Chief Executive Officer,"Ernest C Lynch III, President and Chief Executive Officer",No,No,No,No,No,No,Rural Trauma Hospital,No,14570300,0,0,0,0,0,0,0,0
